STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; ERDBODENTEMPERATUR;MESS_TIEFE; ERDBODENTEMPERATUR;MESS_TIEFE; ERDBODENTEMPERATUR;MESS_TIEFE; ERDBODENTEMPERATUR;MESS_TIEFE; ERDBODENTEMPERATUR;MESS_TIEFE;eor
     2667;2013122100;-999;-999;-999;   1.4;   0.05;   2.6;   0.10;   4.1;   0.20;   6.0;   0.50;eor
     2667;2013122101;-999;-999;-999;   1.3;   0.05;   2.6;   0.10;   4.0;   0.20;   6.0;   0.50;eor
     2667;2013122102;-999;-999;-999;   1.3;   0.05;   2.5;   0.10;   3.9;   0.20;   5.9;   0.50;eor
     2667;2013122103;-999;-999;-999;   1.2;   0.05;   2.4;   0.10;   3.8;   0.20;   5.9;   0.50;eor
     2667;2013122104;-999;-999;-999;   1.2;   0.05;   2.3;   0.10;   3.7;   0.20;   5.9;   0.50;eor
     2667;2013122105;-999;-999;-999;   1.6;   0.05;   2.3;   0.10;   3.6;   0.20;   5.8;   0.50;eor
     2667;2013122106;-999;-999;-999;   2.1;   0.05;   2.5;   0.10;   3.6;   0.20;   5.8;   0.50;eor
     2667;2013122107;-999;-999;-999;   2.1;   0.05;   2.6;   0.10;   3.6;   0.20;   5.8;   0.50;eor
     2667;2013122108;-999;-999;-999;   2.4;   0.05;   2.7;   0.10;   3.6;   0.20;   5.7;   0.50;eor
     2667;2013122109;-999;-999;-999;   2.8;   0.05;   2.9;   0.10;   3.6;   0.20;   5.7;   0.50;eor
     2667;2013122110;-999;-999;-999;   3.3;   0.05;   3.1;   0.10;   3.7;   0.20;   5.7;   0.50;eor
     2667;2013122111;-999;-999;-999;   3.9;   0.05;   3.4;   0.10;   3.8;   0.20;   5.6;   0.50;eor
     2667;2013122112;-999;-999;-999;   4.2;   0.05;   3.7;   0.10;   3.9;   0.20;   5.6;   0.50;eor
     2667;2013122113;-999;-999;-999;   4.3;   0.05;   4.0;   0.10;   4.0;   0.20;   5.6;   0.50;eor
     2667;2013122114;-999;-999;-999;   4.2;   0.05;   4.1;   0.10;   4.1;   0.20;   5.6;   0.50;eor
     2667;2013122115;-999;-999;-999;   3.9;   0.05;   4.1;   0.10;   4.2;   0.20;   5.6;   0.50;eor
     2667;2013122116;-999;-999;-999;   3.6;   0.05;   4.0;   0.10;   4.3;   0.20;   5.6;   0.50;eor
     2667;2013122117;-999;-999;-999;   3.1;   0.05;   3.8;   0.10;   4.3;   0.20;   5.6;   0.50;eor
     2667;2013122118;-999;-999;-999;   2.7;   0.05;   3.6;   0.10;   4.3;   0.20;   5.6;   0.50;eor
     2667;2013122119;-999;-999;-999;   2.7;   0.05;   3.4;   0.10;   4.2;   0.20;   5.6;   0.50;eor
     2667;2013122120;-999;-999;-999;   2.9;   0.05;   3.4;   0.10;   4.2;   0.20;   5.6;   0.50;eor
     2667;2013122121;-999;-999;-999;   3.0;   0.05;   3.4;   0.10;   4.1;   0.20;   5.6;   0.50;eor
     2667;2013122122;-999;-999;-999;   3.2;   0.05;   3.5;   0.10;   4.1;   0.20;   5.6;   0.50;eor
     2667;2013122123;-999;-999;-999;   3.4;   0.05;   3.6;   0.10;   4.1;   0.20;   5.6;   0.50;eor
     2667;2013122200;-999;-999;-999;   3.6;   0.05;   3.7;   0.10;   4.1;   0.20;   5.6;   0.50;eor
     2667;2013122201;-999;-999;-999;   3.7;   0.05;   3.8;   0.10;   4.2;   0.20;   5.6;   0.50;eor
     2667;2013122202;-999;-999;-999;   3.8;   0.05;   3.8;   0.10;   4.2;   0.20;   5.6;   0.50;eor
     2667;2013122203;-999;-999;-999;   3.9;   0.05;   3.9;   0.10;   4.3;   0.20;   5.6;   0.50;eor
     2667;2013122204;-999;-999;-999;   3.8;   0.05;   4.0;   0.10;   4.3;   0.20;   5.6;   0.50;eor
     2667;2013122205;-999;-999;-999;   3.9;   0.05;   4.0;   0.10;   4.3;   0.20;   5.6;   0.50;eor
     2667;2013122206;-999;-999;-999;   4.1;   0.05;   4.1;   0.10;   4.4;   0.20;   5.6;   0.50;eor
     2667;2013122207;-999;-999;-999;   4.4;   0.05;   4.2;   0.10;   4.4;   0.20;   5.6;   0.50;eor
     2667;2013122208;-999;-999;-999;   4.7;   0.05;   4.3;   0.10;   4.5;   0.20;   5.6;   0.50;eor
     2667;2013122209;-999;-999;-999;   5.1;   0.05;   4.6;   0.10;   4.5;   0.20;   5.6;   0.50;eor
     2667;2013122210;-999;-999;-999;   5.7;   0.05;   4.8;   0.10;   4.6;   0.20;   5.6;   0.50;eor
     2667;2013122211;-999;-999;-999;   6.3;   0.05;   5.2;   0.10;   4.8;   0.20;   5.6;   0.50;eor
     2667;2013122212;-999;-999;-999;   6.4;   0.05;   5.5;   0.10;   5.0;   0.20;   5.6;   0.50;eor
     2667;2013122213;-999;-999;-999;   6.7;   0.05;   5.7;   0.10;   5.1;   0.20;   5.6;   0.50;eor
     2667;2013122214;-999;-999;-999;   6.7;   0.05;   5.9;   0.10;   5.3;   0.20;   5.6;   0.50;eor
     2667;2013122215;-999;-999;-999;   6.8;   0.05;   6.0;   0.10;   5.4;   0.20;   5.6;   0.50;eor
     2667;2013122216;-999;-999;-999;   6.7;   0.05;   6.1;   0.10;   5.6;   0.20;   5.7;   0.50;eor
     2667;2013122217;-999;-999;-999;   6.6;   0.05;   6.1;   0.10;   5.7;   0.20;   5.7;   0.50;eor
     2667;2013122218;-999;-999;-999;   6.6;   0.05;   6.2;   0.10;   5.7;   0.20;   5.7;   0.50;eor
     2667;2013122219;-999;-999;-999;   6.4;   0.05;   6.2;   0.10;   5.8;   0.20;   5.8;   0.50;eor
     2667;2013122220;-999;-999;-999;   6.3;   0.05;   6.2;   0.10;   5.9;   0.20;   5.8;   0.50;eor
     2667;2013122221;-999;-999;-999;   6.0;   0.05;   6.0;   0.10;   5.9;   0.20;   5.9;   0.50;eor
     2667;2013122222;-999;-999;-999;   5.9;   0.05;   6.0;   0.10;   5.9;   0.20;   5.9;   0.50;eor
     2667;2013122223;-999;-999;-999;   5.8;   0.05;   5.9;   0.10;   5.9;   0.20;   5.9;   0.50;eor
     2667;2013122300;-999;-999;-999;   5.8;   0.05;   5.8;   0.10;   5.9;   0.20;   6.0;   0.50;eor
     2667;2013122301;-999;-999;-999;   5.5;   0.05;   5.8;   0.10;   5.8;   0.20;   6.0;   0.50;eor
     2667;2013122302;-999;-999;-999;   5.4;   0.05;   5.6;   0.10;   5.8;   0.20;   6.0;   0.50;eor
     2667;2013122303;-999;-999;-999;   5.4;   0.05;   5.6;   0.10;   5.8;   0.20;   6.0;   0.50;eor
     2667;2013122304;-999;-999;-999;   5.1;   0.05;   5.5;   0.10;   5.7;   0.20;   6.1;   0.50;eor
     2667;2013122305;-999;-999;-999;   4.8;   0.05;   5.3;   0.10;   5.7;   0.20;   6.1;   0.50;eor
     2667;2013122306;-999;-999;-999;   4.4;   0.05;   5.2;   0.10;   5.6;   0.20;   6.1;   0.50;eor
     2667;2013122307;-999;-999;-999;   3.8;   0.05;   4.9;   0.10;   5.6;   0.20;   6.1;   0.50;eor
     2667;2013122308;-999;-999;-999;   3.6;   0.05;   4.6;   0.10;   5.4;   0.20;   6.1;   0.50;eor
     2667;2013122309;-999;-999;-999;   3.9;   0.05;   4.4;   0.10;   5.3;   0.20;   6.1;   0.50;eor
     2667;2013122310;-999;-999;-999;   4.8;   0.05;   4.6;   0.10;   5.2;   0.20;   6.1;   0.50;eor
     2667;2013122311;-999;-999;-999;   6.1;   0.05;   5.0;   0.10;   5.2;   0.20;   6.1;   0.50;eor
     2667;2013122312;-999;-999;-999;   7.2;   0.05;   5.7;   0.10;   5.3;   0.20;   6.1;   0.50;eor
     2667;2013122313;-999;-999;-999;   7.4;   0.05;   6.2;   0.10;   5.5;   0.20;   6.1;   0.50;eor
     2667;2013122314;-999;-999;-999;   7.2;   0.05;   6.4;   0.10;   5.7;   0.20;   6.1;   0.50;eor
     2667;2013122315;-999;-999;-999;   7.0;   0.05;   6.4;   0.10;   5.9;   0.20;   6.1;   0.50;eor
     2667;2013122316;-999;-999;-999;   6.9;   0.05;   6.4;   0.10;   6.0;   0.20;   6.1;   0.50;eor
     2667;2013122317;-999;-999;-999;   6.7;   0.05;   6.4;   0.10;   6.1;   0.20;   6.2;   0.50;eor
     2667;2013122318;-999;-999;-999;   6.4;   0.05;   6.3;   0.10;   6.1;   0.20;   6.2;   0.50;eor
     2667;2013122319;-999;-999;-999;   6.7;   0.05;   6.4;   0.10;   6.2;   0.20;   6.2;   0.50;eor
     2667;2013122320;-999;-999;-999;   6.5;   0.05;   6.4;   0.10;   6.2;   0.20;   6.2;   0.50;eor
     2667;2013122321;-999;-999;-999;   6.5;   0.05;   6.4;   0.10;   6.2;   0.20;   6.2;   0.50;eor
     2667;2013122322;-999;-999;-999;   6.7;   0.05;   6.4;   0.10;   6.2;   0.20;   6.3;   0.50;eor
     2667;2013122323;-999;-999;-999;   6.8;   0.05;   6.5;   0.10;   6.3;   0.20;   6.3;   0.50;eor
     2667;2013122400;-999;-999;-999;   6.9;   0.05;   6.5;   0.10;   6.3;   0.20;   6.3;   0.50;eor
     2667;2013122401;-999;-999;-999;   6.8;   0.05;   6.6;   0.10;   6.3;   0.20;   6.3;   0.50;eor
     2667;2013122402;-999;-999;-999;   6.6;   0.05;   6.5;   0.10;   6.4;   0.20;   6.4;   0.50;eor
     2667;2013122403;-999;-999;-999;   6.6;   0.05;   6.5;   0.10;   6.4;   0.20;   6.4;   0.50;eor
     2667;2013122404;-999;-999;-999;   6.6;   0.05;   6.5;   0.10;   6.4;   0.20;   6.4;   0.50;eor
     2667;2013122405;-999;-999;-999;   6.5;   0.05;   6.5;   0.10;   6.4;   0.20;   6.4;   0.50;eor
     2667;2013122406;-999;-999;-999;   6.6;   0.05;   6.5;   0.10;   6.4;   0.20;   6.5;   0.50;eor
     2667;2013122407;-999;-999;-999;   6.7;   0.05;   6.5;   0.10;   6.4;   0.20;   6.5;   0.50;eor
     2667;2013122408;-999;-999;-999;   7.0;   0.05;   6.6;   0.10;   6.4;   0.20;   6.5;   0.50;eor
     2667;2013122409;-999;-999;-999;   7.4;   0.05;   6.7;   0.10;   6.5;   0.20;   6.5;   0.50;eor
     2667;2013122410;-999;-999;-999;   7.8;   0.05;   7.0;   0.10;   6.5;   0.20;   6.5;   0.50;eor
     2667;2013122411;-999;-999;-999;   8.3;   0.05;   7.2;   0.10;   6.6;   0.20;   6.5;   0.50;eor
     2667;2013122412;-999;-999;-999;   8.6;   0.05;   7.5;   0.10;   6.8;   0.20;   6.6;   0.50;eor
     2667;2013122413;-999;-999;-999;   8.7;   0.05;   7.7;   0.10;   6.9;   0.20;   6.6;   0.50;eor
     2667;2013122414;-999;-999;-999;   8.9;   0.05;   7.8;   0.10;   7.0;   0.20;   6.6;   0.50;eor
     2667;2013122415;-999;-999;-999;   9.1;   0.05;   8.0;   0.10;   7.2;   0.20;   6.6;   0.50;eor
     2667;2013122416;-999;-999;-999;   9.0;   0.05;   8.1;   0.10;   7.3;   0.20;   6.7;   0.50;eor
     2667;2013122417;-999;-999;-999;   9.0;   0.05;   8.2;   0.10;   7.4;   0.20;   6.7;   0.50;eor
     2667;2013122418;-999;-999;-999;   9.0;   0.05;   8.2;   0.10;   7.5;   0.20;   6.7;   0.50;eor
     2667;2013122419;-999;-999;-999;   9.1;   0.05;   8.3;   0.10;   7.5;   0.20;   6.8;   0.50;eor
     2667;2013122420;-999;-999;-999;   9.1;   0.05;   8.4;   0.10;   7.6;   0.20;   6.8;   0.50;eor
     2667;2013122421;-999;-999;-999;   9.1;   0.05;   8.4;   0.10;   7.7;   0.20;   6.9;   0.50;eor
     2667;2013122422;-999;-999;-999;   9.0;   0.05;   8.4;   0.10;   7.7;   0.20;   6.9;   0.50;eor
     2667;2013122423;-999;-999;-999;   9.0;   0.05;   8.4;   0.10;   7.8;   0.20;   6.9;   0.50;eor
     2667;2013122500;-999;-999;-999;   9.0;   0.05;   8.4;   0.10;   7.8;   0.20;   7.0;   0.50;eor
     2667;2013122501;-999;-999;-999;   9.0;   0.05;   8.4;   0.10;   7.8;   0.20;   7.0;   0.50;eor
     2667;2013122502;-999;-999;-999;   8.9;   0.05;   8.4;   0.10;   7.9;   0.20;   7.0;   0.50;eor
     2667;2013122503;-999;-999;-999;   8.9;   0.05;   8.4;   0.10;   7.9;   0.20;   7.1;   0.50;eor
     2667;2013122504;-999;-999;-999;   8.9;   0.05;   8.4;   0.10;   7.9;   0.20;   7.1;   0.50;eor
     2667;2013122505;-999;-999;-999;   8.5;   0.05;   8.4;   0.10;   7.9;   0.20;   7.2;   0.50;eor
     2667;2013122506;-999;-999;-999;   8.2;   0.05;   8.2;   0.10;   7.9;   0.20;   7.2;   0.50;eor
     2667;2013122507;-999;-999;-999;   8.0;   0.05;   8.1;   0.10;   7.9;   0.20;   7.2;   0.50;eor
     2667;2013122508;-999;-999;-999;   7.4;   0.05;   7.9;   0.10;   7.8;   0.20;   7.2;   0.50;eor
     2667;2013122509;-999;-999;-999;   7.5;   0.05;   7.7;   0.10;   7.8;   0.20;   7.3;   0.50;eor
     2667;2013122510;-999;-999;-999;   7.6;   0.05;   7.6;   0.10;   7.7;   0.20;   7.3;   0.50;eor
     2667;2013122511;-999;-999;-999;   7.9;   0.05;   7.7;   0.10;   7.6;   0.20;   7.3;   0.50;eor
     2667;2013122512;-999;-999;-999;   7.9;   0.05;   7.7;   0.10;   7.6;   0.20;   7.3;   0.50;eor
     2667;2013122513;-999;-999;-999;   7.8;   0.05;   7.7;   0.10;   7.6;   0.20;   7.3;   0.50;eor
     2667;2013122514;-999;-999;-999;   7.6;   0.05;   7.7;   0.10;   7.6;   0.20;   7.4;   0.50;eor
     2667;2013122515;-999;-999;-999;   7.1;   0.05;   7.5;   0.10;   7.6;   0.20;   7.4;   0.50;eor
     2667;2013122516;-999;-999;-999;   6.4;   0.05;   7.2;   0.10;   7.5;   0.20;   7.4;   0.50;eor
     2667;2013122517;-999;-999;-999;   6.1;   0.05;   6.9;   0.10;   7.4;   0.20;   7.4;   0.50;eor
     2667;2013122518;-999;-999;-999;   5.7;   0.05;   6.7;   0.10;   7.3;   0.20;   7.4;   0.50;eor
     2667;2013122519;-999;-999;-999;   5.1;   0.05;   6.4;   0.10;   7.2;   0.20;   7.4;   0.50;eor
     2667;2013122520;-999;-999;-999;   4.6;   0.05;   6.0;   0.10;   7.0;   0.20;   7.4;   0.50;eor
     2667;2013122521;-999;-999;-999;   4.2;   0.05;   5.7;   0.10;   6.8;   0.20;   7.4;   0.50;eor
     2667;2013122522;-999;-999;-999;   4.0;   0.05;   5.4;   0.10;   6.6;   0.20;   7.4;   0.50;eor
     2667;2013122523;-999;-999;-999;   4.3;   0.05;   5.2;   0.10;   6.4;   0.20;   7.4;   0.50;eor
     2667;2013122600;-999;-999;-999;   4.9;   0.05;   5.3;   0.10;   6.3;   0.20;   7.3;   0.50;eor
     2667;2013122601;-999;-999;-999;   4.7;   0.05;   5.4;   0.10;   6.2;   0.20;   7.3;   0.50;eor
     2667;2013122602;-999;-999;-999;   4.7;   0.05;   5.3;   0.10;   6.2;   0.20;   7.3;   0.50;eor
     2667;2013122603;-999;-999;-999;   4.9;   0.05;   5.4;   0.10;   6.1;   0.20;   7.3;   0.50;eor
     2667;2013122604;-999;-999;-999;   4.7;   0.05;   5.4;   0.10;   6.1;   0.20;   7.2;   0.50;eor
     2667;2013122605;-999;-999;-999;   4.6;   0.05;   5.3;   0.10;   6.0;   0.20;   7.2;   0.50;eor
     2667;2013122606;-999;-999;-999;   4.7;   0.05;   5.3;   0.10;   6.0;   0.20;   7.2;   0.50;eor
     2667;2013122607;-999;-999;-999;   4.4;   0.05;   5.2;   0.10;   6.0;   0.20;   7.1;   0.50;eor
     2667;2013122608;-999;-999;-999;   4.0;   0.05;   5.0;   0.10;   5.9;   0.20;   7.1;   0.50;eor
     2667;2013122609;-999;-999;-999;   4.1;   0.05;   4.9;   0.10;   5.8;   0.20;   7.1;   0.50;eor
     2667;2013122610;-999;-999;-999;   4.7;   0.05;   4.9;   0.10;   5.7;   0.20;   7.1;   0.50;eor
     2667;2013122611;-999;-999;-999;   5.4;   0.05;   5.2;   0.10;   5.7;   0.20;   7.0;   0.50;eor
     2667;2013122612;-999;-999;-999;   6.0;   0.05;   5.5;   0.10;   5.8;   0.20;   7.0;   0.50;eor
     2667;2013122613;-999;-999;-999;   6.5;   0.05;   5.9;   0.10;   5.9;   0.20;   7.0;   0.50;eor
     2667;2013122614;-999;-999;-999;   6.7;   0.05;   6.1;   0.10;   6.0;   0.20;   6.9;   0.50;eor
     2667;2013122615;-999;-999;-999;   6.5;   0.05;   6.2;   0.10;   6.1;   0.20;   6.9;   0.50;eor
     2667;2013122616;-999;-999;-999;   6.2;   0.05;   6.2;   0.10;   6.2;   0.20;   6.9;   0.50;eor
     2667;2013122617;-999;-999;-999;   5.9;   0.05;   6.1;   0.10;   6.3;   0.20;   6.9;   0.50;eor
     2667;2013122618;-999;-999;-999;   5.7;   0.05;   6.0;   0.10;   6.3;   0.20;   6.9;   0.50;eor
     2667;2013122619;-999;-999;-999;   5.5;   0.05;   5.9;   0.10;   6.3;   0.20;   6.9;   0.50;eor
     2667;2013122620;-999;-999;-999;   5.3;   0.05;   5.8;   0.10;   6.2;   0.20;   6.9;   0.50;eor
     2667;2013122621;-999;-999;-999;   4.9;   0.05;   5.7;   0.10;   6.2;   0.20;   6.9;   0.50;eor
     2667;2013122622;-999;-999;-999;   4.6;   0.05;   5.4;   0.10;   6.1;   0.20;   6.9;   0.50;eor
     2667;2013122623;-999;-999;-999;   3.7;   0.05;   5.2;   0.10;   6.0;   0.20;   6.9;   0.50;eor
     2667;2013122700;-999;-999;-999;   2.8;   0.05;   4.7;   0.10;   5.9;   0.20;   6.9;   0.50;eor
     2667;2013122701;-999;-999;-999;   2.4;   0.05;   4.2;   0.10;   5.7;   0.20;   6.9;   0.50;eor
     2667;2013122702;-999;-999;-999;   2.1;   0.05;   3.9;   0.10;   5.5;   0.20;   6.9;   0.50;eor
     2667;2013122703;-999;-999;-999;   1.9;   0.05;   3.6;   0.10;   5.2;   0.20;   6.9;   0.50;eor
     2667;2013122704;-999;-999;-999;   2.1;   0.05;   3.5;   0.10;   5.1;   0.20;   6.8;   0.50;eor
     2667;2013122705;-999;-999;-999;   2.2;   0.05;   3.4;   0.10;   4.9;   0.20;   6.8;   0.50;eor
     2667;2013122706;-999;-999;-999;   2.5;   0.05;   3.4;   0.10;   4.8;   0.20;   6.8;   0.50;eor
     2667;2013122707;-999;-999;-999;   3.1;   0.05;   3.6;   0.10;   4.7;   0.20;   6.7;   0.50;eor
     2667;2013122708;-999;-999;-999;   3.6;   0.05;   3.8;   0.10;   4.7;   0.20;   6.7;   0.50;eor
     2667;2013122709;-999;-999;-999;   3.9;   0.05;   4.0;   0.10;   4.7;   0.20;   6.6;   0.50;eor
     2667;2013122710;-999;-999;-999;   4.4;   0.05;   4.2;   0.10;   4.8;   0.20;   6.6;   0.50;eor
     2667;2013122711;-999;-999;-999;   5.1;   0.05;   4.6;   0.10;   4.9;   0.20;   6.6;   0.50;eor
     2667;2013122712;-999;-999;-999;   5.7;   0.05;   4.9;   0.10;   5.0;   0.20;   6.5;   0.50;eor
     2667;2013122713;-999;-999;-999;   6.1;   0.05;   5.4;   0.10;   5.1;   0.20;   6.5;   0.50;eor
     2667;2013122714;-999;-999;-999;   6.3;   0.05;   5.6;   0.10;   5.3;   0.20;   6.5;   0.50;eor
     2667;2013122715;-999;-999;-999;   6.8;   0.05;   5.9;   0.10;   5.5;   0.20;   6.5;   0.50;eor
     2667;2013122716;-999;-999;-999;   6.7;   0.05;   6.1;   0.10;   5.7;   0.20;   6.5;   0.50;eor
     2667;2013122717;-999;-999;-999;   6.7;   0.05;   6.1;   0.10;   5.8;   0.20;   6.5;   0.50;eor
     2667;2013122718;-999;-999;-999;   6.7;   0.05;   6.2;   0.10;   5.9;   0.20;   6.5;   0.50;eor
     2667;2013122719;-999;-999;-999;   6.6;   0.05;   6.3;   0.10;   6.0;   0.20;   6.5;   0.50;eor
     2667;2013122720;-999;-999;-999;   6.7;   0.05;   6.3;   0.10;   6.1;   0.20;   6.5;   0.50;eor
     2667;2013122721;-999;-999;-999;   7.0;   0.05;   6.4;   0.10;   6.2;   0.20;   6.5;   0.50;eor
     2667;2013122722;-999;-999;-999;   7.3;   0.05;   6.6;   0.10;   6.2;   0.20;   6.5;   0.50;eor
     2667;2013122723;-999;-999;-999;   7.5;   0.05;   6.7;   0.10;   6.3;   0.20;   6.5;   0.50;eor
     2667;2013122800;-999;-999;-999;   7.7;   0.05;   6.9;   0.10;   6.4;   0.20;   6.6;   0.50;eor
     2667;2013122801;-999;-999;-999;   7.8;   0.05;   7.1;   0.10;   6.5;   0.20;   6.6;   0.50;eor
     2667;2013122802;-999;-999;-999;   7.9;   0.05;   7.2;   0.10;   6.6;   0.20;   6.6;   0.50;eor
     2667;2013122803;-999;-999;-999;   8.0;   0.05;   7.3;   0.10;   6.7;   0.20;   6.6;   0.50;eor
     2667;2013122804;-999;-999;-999;   8.1;   0.05;   7.4;   0.10;   6.8;   0.20;   6.7;   0.50;eor
     2667;2013122805;-999;-999;-999;   8.1;   0.05;   7.5;   0.10;   6.9;   0.20;   6.7;   0.50;eor
     2667;2013122806;-999;-999;-999;   8.1;   0.05;   7.5;   0.10;   7.0;   0.20;   6.7;   0.50;eor
     2667;2013122807;-999;-999;-999;   7.8;   0.05;   7.5;   0.10;   7.1;   0.20;   6.8;   0.50;eor
     2667;2013122808;-999;-999;-999;   7.3;   0.05;   7.4;   0.10;   7.1;   0.20;   6.8;   0.50;eor
     2667;2013122809;-999;-999;-999;   7.2;   0.05;   7.2;   0.10;   7.1;   0.20;   6.8;   0.50;eor
     2667;2013122810;-999;-999;-999;   7.4;   0.05;   7.2;   0.10;   7.1;   0.20;   6.9;   0.50;eor
     2667;2013122811;-999;-999;-999;   7.7;   0.05;   7.2;   0.10;   7.1;   0.20;   6.9;   0.50;eor
     2667;2013122812;-999;-999;-999;   8.0;   0.05;   7.4;   0.10;   7.1;   0.20;   6.9;   0.50;eor
     2667;2013122813;-999;-999;-999;   8.2;   0.05;   7.6;   0.10;   7.1;   0.20;   6.9;   0.50;eor
     2667;2013122814;-999;-999;-999;   8.0;   0.05;   7.6;   0.10;   7.2;   0.20;   7.0;   0.50;eor
     2667;2013122815;-999;-999;-999;   7.4;   0.05;   7.5;   0.10;   7.3;   0.20;   7.0;   0.50;eor
     2667;2013122816;-999;-999;-999;   6.8;   0.05;   7.3;   0.10;   7.3;   0.20;   7.0;   0.50;eor
     2667;2013122817;-999;-999;-999;   6.4;   0.05;   7.0;   0.10;   7.2;   0.20;   7.0;   0.50;eor
     2667;2013122818;-999;-999;-999;   6.4;   0.05;   6.8;   0.10;   7.1;   0.20;   7.1;   0.50;eor
     2667;2013122819;-999;-999;-999;   6.3;   0.05;   6.7;   0.10;   7.0;   0.20;   7.1;   0.50;eor
     2667;2013122820;-999;-999;-999;   6.3;   0.05;   6.6;   0.10;   7.0;   0.20;   7.1;   0.50;eor
     2667;2013122821;-999;-999;-999;   6.3;   0.05;   6.6;   0.10;   6.9;   0.20;   7.1;   0.50;eor
     2667;2013122822;-999;-999;-999;   6.2;   0.05;   6.5;   0.10;   6.8;   0.20;   7.1;   0.50;eor
     2667;2013122823;-999;-999;-999;   6.0;   0.05;   6.4;   0.10;   6.8;   0.20;   7.1;   0.50;eor
     2667;2013122900;-999;-999;-999;   5.8;   0.05;   6.3;   0.10;   6.7;   0.20;   7.1;   0.50;eor
     2667;2013122901;-999;-999;-999;   5.4;   0.05;   6.1;   0.10;   6.7;   0.20;   7.1;   0.50;eor
     2667;2013122902;-999;-999;-999;   5.0;   0.05;   5.9;   0.10;   6.6;   0.20;   7.1;   0.50;eor
     2667;2013122903;-999;-999;-999;   4.4;   0.05;   5.6;   0.10;   6.5;   0.20;   7.1;   0.50;eor
     2667;2013122904;-999;-999;-999;   4.7;   0.05;   5.4;   0.10;   6.3;   0.20;   7.1;   0.50;eor
     2667;2013122905;-999;-999;-999;   4.6;   0.05;   5.4;   0.10;   6.2;   0.20;   7.1;   0.50;eor
     2667;2013122906;-999;-999;-999;   4.8;   0.05;   5.3;   0.10;   6.1;   0.20;   7.1;   0.50;eor
     2667;2013122907;-999;-999;-999;   4.9;   0.05;   5.3;   0.10;   6.1;   0.20;   7.1;   0.50;eor
     2667;2013122908;-999;-999;-999;   4.9;   0.05;   5.3;   0.10;   6.0;   0.20;   7.1;   0.50;eor
     2667;2013122909;-999;-999;-999;   5.3;   0.05;   5.4;   0.10;   6.0;   0.20;   7.1;   0.50;eor
     2667;2013122910;-999;-999;-999;   5.3;   0.05;   5.5;   0.10;   6.0;   0.20;   7.0;   0.50;eor
     2667;2013122911;-999;-999;-999;   5.5;   0.05;   5.6;   0.10;   6.0;   0.20;   7.0;   0.50;eor
     2667;2013122912;-999;-999;-999;   5.8;   0.05;   5.7;   0.10;   6.0;   0.20;   7.0;   0.50;eor
     2667;2013122913;-999;-999;-999;   6.6;   0.05;   5.9;   0.10;   6.0;   0.20;   7.0;   0.50;eor
     2667;2013122914;-999;-999;-999;   6.4;   0.05;   6.2;   0.10;   6.1;   0.20;   7.0;   0.50;eor
     2667;2013122915;-999;-999;-999;   5.8;   0.05;   6.1;   0.10;   6.2;   0.20;   6.9;   0.50;eor
     2667;2013122916;-999;-999;-999;   4.7;   0.05;   5.8;   0.10;   6.2;   0.20;   6.9;   0.50;eor
     2667;2013122917;-999;-999;-999;   3.6;   0.05;   5.3;   0.10;   6.2;   0.20;   6.9;   0.50;eor
     2667;2013122918;-999;-999;-999;   2.8;   0.05;   4.8;   0.10;   6.0;   0.20;   6.9;   0.50;eor
     2667;2013122919;-999;-999;-999;   2.2;   0.05;   4.3;   0.10;   5.8;   0.20;   6.9;   0.50;eor
     2667;2013122920;-999;-999;-999;   1.9;   0.05;   3.8;   0.10;   5.5;   0.20;   6.9;   0.50;eor
     2667;2013122921;-999;-999;-999;   1.8;   0.05;   3.6;   0.10;   5.2;   0.20;   6.9;   0.50;eor
     2667;2013122922;-999;-999;-999;   1.7;   0.05;   3.4;   0.10;   5.0;   0.20;   6.9;   0.50;eor
     2667;2013122923;-999;-999;-999;   1.6;   0.05;   3.2;   0.10;   4.8;   0.20;   6.8;   0.50;eor
     2667;2013123000;-999;-999;-999;   1.5;   0.05;   3.0;   0.10;   4.7;   0.20;   6.8;   0.50;eor
     2667;2013123001;-999;-999;-999;   1.4;   0.05;   2.9;   0.10;   4.5;   0.20;   6.8;   0.50;eor
     2667;2013123002;-999;-999;-999;   1.4;   0.05;   2.8;   0.10;   4.4;   0.20;   6.7;   0.50;eor
     2667;2013123003;-999;-999;-999;   1.3;   0.05;   2.7;   0.10;   4.3;   0.20;   6.7;   0.50;eor
     2667;2013123004;-999;-999;-999;   1.3;   0.05;   2.6;   0.10;   4.2;   0.20;   6.6;   0.50;eor
     2667;2013123005;-999;-999;-999;   1.3;   0.05;   2.5;   0.10;   4.1;   0.20;   6.5;   0.50;eor
     2667;2013123006;-999;-999;-999;   1.2;   0.05;   2.5;   0.10;   4.0;   0.20;   6.5;   0.50;eor
     2667;2013123007;-999;-999;-999;   1.2;   0.05;   2.4;   0.10;   3.9;   0.20;   6.4;   0.50;eor
     2667;2013123008;-999;-999;-999;   1.1;   0.05;   2.3;   0.10;   3.8;   0.20;   6.4;   0.50;eor
     2667;2013123009;-999;-999;-999;   1.2;   0.05;   2.3;   0.10;   3.7;   0.20;   6.3;   0.50;eor
