STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; NIEDERSCHLAG_GEFALLEN_IND;NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSFORM;eor
     2667;2013122622;   3;   0;   0.0;   0;eor
     2667;2013122623;   3;   0;   0.0;   0;eor
     2667;2013122700;   3;   0;   0.0;-999;eor
     2667;2013122701;   3;   0;   0.0;   0;eor
     2667;2013122702;   3;   0;   0.0;   0;eor
     2667;2013122703;   3;   0;   0.0;-999;eor
     2667;2013122704;   3;   0;   0.0;   0;eor
     2667;2013122705;   3;   0;   0.0;   0;eor
     2667;2013122706;   3;   0;   0.0;-999;eor
     2667;2013122707;   3;   0;   0.0;   0;eor
     2667;2013122708;   3;   0;   0.0;   0;eor
     2667;2013122709;   3;   0;   0.0;-999;eor
     2667;2013122710;   3;   0;   0.0;   0;eor
     2667;2013122711;   3;   0;   0.0;   0;eor
     2667;2013122712;   3;   0;   0.0;-999;eor
     2667;2013122713;   3;   0;   0.0;   0;eor
     2667;2013122714;   3;   0;   0.0;   0;eor
     2667;2013122715;   3;   0;   0.0;-999;eor
     2667;2013122716;   3;   0;   0.0;   0;eor
     2667;2013122717;   3;   0;   0.0;   0;eor
     2667;2013122718;   3;   0;   0.0;-999;eor
     2667;2013122719;   3;   0;   0.0;   0;eor
     2667;2013122720;   3;   0;   0.0;   0;eor
     2667;2013122721;   3;   0;   0.0;-999;eor
     2667;2013122722;   3;   0;   0.0;   0;eor
     2667;2013122723;   3;   0;   0.0;   0;eor
     2667;2013122800;   3;   0;   0.0;-999;eor
     2667;2013122801;   3;   0;   0.0;   0;eor
     2667;2013122802;   3;   0;   0.0;   0;eor
     2667;2013122803;   3;   0;   0.0;-999;eor
     2667;2013122804;   3;   1;   0.0;   6;eor
     2667;2013122805;   3;   1;   0.0;   6;eor
     2667;2013122806;   3;   1;   0.0;-999;eor
     2667;2013122807;   3;   1;   0.5;   6;eor
     2667;2013122808;   3;   1;   0.5;   6;eor
     2667;2013122809;   3;   1;   0.4;-999;eor
     2667;2013122810;   3;   1;   0.7;   6;eor
     2667;2013122811;   3;   1;   0.0;   6;eor
     2667;2013122812;   3;   0;   0.0;-999;eor
     2667;2013122813;   3;   0;   0.0;   0;eor
     2667;2013122814;   3;   0;   0.0;   0;eor
     2667;2013122815;   3;   0;   0.0;-999;eor
     2667;2013122816;   3;   0;   0.0;   0;eor
     2667;2013122817;   3;   0;   0.0;   0;eor
     2667;2013122818;   3;   1;   0.0;-999;eor
     2667;2013122819;   3;   1;   0.3;   6;eor
     2667;2013122820;   3;   1;   0.9;   6;eor
     2667;2013122821;   3;   1;   1.2;-999;eor
     2667;2013122822;   3;   1;   0.7;   6;eor
     2667;2013122823;   3;   1;   0.5;   6;eor
     2667;2013122900;   3;   1;   0.1;-999;eor
     2667;2013122901;   3;   0;   0.0;   0;eor
     2667;2013122902;   3;   0;   0.0;   0;eor
     2667;2013122903;   3;   0;   0.0;-999;eor
     2667;2013122904;   3;   0;   0.0;   0;eor
     2667;2013122905;   3;   1;   0.0;   6;eor
     2667;2013122906;   3;   1;   0.0;-999;eor
     2667;2013122907;   3;   1;   0.1;   6;eor
     2667;2013122908;   3;   0;   0.0;   0;eor
     2667;2013122909;   3;   1;   0.0;-999;eor
     2667;2013122910;   3;   1;   1.4;   6;eor
     2667;2013122911;   3;   1;   1.0;   6;eor
     2667;2013122912;   3;   0;   0.0;-999;eor
     2667;2013122913;   3;   0;   0.0;   0;eor
     2667;2013122914;   3;   0;   0.0;   0;eor
     2667;2013122915;   3;   0;   0.0;-999;eor
     2667;2013122916;   3;   0;   0.0;   0;eor
     2667;2013122917;   3;   0;   0.0;   0;eor
     2667;2013122918;   3;   0;   0.0;-999;eor
     2667;2013122919;   3;   0;   0.0;   0;eor
     2667;2013122920;   3;   0;   0.0;   0;eor
     2667;2013122921;   3;   0;   0.0;-999;eor
     2667;2013122922;   3;   0;   0.0;   0;eor
     2667;2013122923;   3;   0;   0.0;   0;eor
     2667;2013123000;   3;   0;   0.0;-999;eor
     2667;2013123001;   3;   0;   0.0;   0;eor
     2667;2013123002;   3;   0;   0.0;   0;eor
     2667;2013123003;   3;   0;   0.0;-999;eor
     2667;2013123004;   3;   0;   0.0;   0;eor
     2667;2013123005;   3;   0;   0.0;   0;eor
     2667;2013123006;   3;   0;   0.0;-999;eor
     2667;2013123007;   3;   0;   0.0;   0;eor
     2667;2013123008;   3;   0;   0.0;   0;eor
     2667;2013123009;   3;   0;   0.0;-999;eor
     2667;2013123010;   3;   0;   0.0;   0;eor
     2667;2013123011;   3;   0;   0.0;   0;eor
     2667;2013123012;   3;   0;   0.0;-999;eor
     2667;2013123013;   3;   0;   0.0;   0;eor
     2667;2013123014;   3;   0;   0.0;   0;eor
     2667;2013123015;   3;   0;   0.0;-999;eor
     2667;2013123016;   3;   0;   0.0;   0;eor
     2667;2013123017;   3;   0;   0.0;   0;eor
     2667;2013123018;   3;   0;   0.0;-999;eor
     2667;2013123019;   3;   0;   0.0;   0;eor
     2667;2013123020;   3;   0;   0.0;   0;eor
     2667;2013123021;   3;   1;   0.0;-999;eor
     2667;2013123022;   3;   1;   0.0;   6;eor
     2667;2013123023;   3;   0;   0.0;   0;eor
     2667;2013123100;   3;   0;   0.0;-999;eor
     2667;2013123101;   3;   0;   0.0;   0;eor
     2667;2013123102;   3;   0;   0.0;   0;eor
     2667;2013123103;   3;   0;   0.0;-999;eor
     2667;2013123104;   3;   0;   0.0;   0;eor
     2667;2013123105;   3;   1;   0.0;   6;eor
     2667;2013123106;   3;   1;   0.0;-999;eor
     2667;2013123107;   3;   0;   0.0;   0;eor
     2667;2013123108;   3;   0;   0.0;   0;eor
     2667;2013123109;   3;   0;   0.0;-999;eor
     2667;2013123110;   3;   0;   0.0;   0;eor
     2667;2013123111;   3;   0;   0.0;   0;eor
     2667;2013123112;   3;   0;   0.0;-999;eor
     2667;2013123113;   3;   0;   0.0;   0;eor
     2667;2013123114;   3;   0;   0.0;   0;eor
     2667;2013123115;   3;   0;   0.0;-999;eor
     2667;2013123116;   3;   0;   0.0;   0;eor
     2667;2013123117;   3;   0;   0.0;   0;eor
     2667;2013123118;   3;   0;   0.0;-999;eor
     2667;2013123119;   3;   0;   0.0;   0;eor
     2667;2013123120;   3;   0;   0.0;   0;eor
     2667;2013123121;   3;   0;   0.0;-999;eor
     2667;2013123122;   3;   0;   0.0;   0;eor
     2667;2013123123;   3;   0;   0.0;   0;eor
     2667;2014010100;   3;   0;   0.0;-999;eor
     2667;2014010101;   3;   0;   0.0;   0;eor
     2667;2014010102;   3;   1;   0.6;   6;eor
     2667;2014010103;   3;   1;   0.3;-999;eor
     2667;2014010104;   3;   1;   0.0;   6;eor
     2667;2014010105;   3;   0;   0.0;   0;eor
     2667;2014010106;   3;   0;   0.0;-999;eor
     2667;2014010107;   3;   0;   0.0;   0;eor
     2667;2014010108;   3;   0;   0.0;   0;eor
     2667;2014010109;   3;   0;   0.0;-999;eor
     2667;2014010110;   3;   0;   0.0;   0;eor
     2667;2014010111;   3;   0;   0.0;   0;eor
     2667;2014010112;   3;   0;   0.0;-999;eor
     2667;2014010113;   3;   0;   0.0;   0;eor
     2667;2014010114;   3;   0;   0.0;   0;eor
     2667;2014010115;   3;   0;   0.0;-999;eor
     2667;2014010116;   3;   0;   0.0;   0;eor
     2667;2014010117;   3;   0;   0.0;   0;eor
     2667;2014010118;   3;   1;   0.0;-999;eor
     2667;2014010119;   3;   0;   0.0;   0;eor
     2667;2014010120;   3;   0;   0.0;   0;eor
     2667;2014010121;   3;   0;   0.0;-999;eor
     2667;2014010122;   3;   0;   0.0;   0;eor
     2667;2014010123;   3;   1;   0.0;   6;eor
     2667;2014010200;   3;   1;   0.0;-999;eor
     2667;2014010201;   3;   0;   0.0;   0;eor
     2667;2014010202;   3;   0;   0.0;   0;eor
     2667;2014010203;   3;   0;   0.0;-999;eor
     2667;2014010204;   3;   0;   0.0;   0;eor
     2667;2014010205;   3;   0;   0.0;   0;eor
     2667;2014010206;   3;   0;   0.0;-999;eor
     2667;2014010207;   3;   0;   0.0;   0;eor
     2667;2014010208;   3;   0;   0.0;   0;eor
     2667;2014010209;   3;   0;   0.0;-999;eor
     2667;2014010210;   3;   1;   0.0;   6;eor
     2667;2014010211;   3;   1;   0.6;   6;eor
     2667;2014010212;   3;   1;   0.0;-999;eor
     2667;2014010213;   3;   1;   0.8;   6;eor
     2667;2014010214;   3;   1;   0.1;   6;eor
     2667;2014010215;   3;   0;   0.0;-999;eor
     2667;2014010216;   3;   1;   0.0;   6;eor
     2667;2014010217;   3;   1;   0.0;   6;eor
     2667;2014010218;   3;   0;   0.0;-999;eor
     2667;2014010219;   3;   0;   0.0;   0;eor
     2667;2014010220;   3;   0;   0.0;   0;eor
     2667;2014010221;   3;   0;   0.0;-999;eor
     2667;2014010222;   3;   0;   0.0;   0;eor
     2667;2014010223;   3;   0;   0.0;   0;eor
     2667;2014010300;   3;   0;   0.0;-999;eor
     2667;2014010301;   3;   0;   0.0;   0;eor
     2667;2014010302;   3;   0;   0.0;   0;eor
     2667;2014010303;   3;   0;   0.0;-999;eor
     2667;2014010304;   3;   0;   0.0;   0;eor
     2667;2014010305;   3;   0;   0.0;   0;eor
     2667;2014010306;   3;   0;   0.0;-999;eor
     2667;2014010307;   3;   0;   0.0;   0;eor
     2667;2014010308;   3;   1;   0.2;   6;eor
     2667;2014010309;   3;   0;   0.0;-999;eor
     2667;2014010310;   3;   1;   0.0;   6;eor
     2667;2014010311;   3;   0;   0.0;   0;eor
     2667;2014010312;   3;   1;   0.0;-999;eor
     2667;2014010313;   3;   0;   0.0;   0;eor
     2667;2014010314;   3;   0;   0.0;   0;eor
     2667;2014010315;   3;   0;   0.0;-999;eor
     2667;2014010316;   3;   0;   0.0;   0;eor
     2667;2014010317;   3;   0;   0.0;   0;eor
     2667;2014010318;   3;   0;   0.0;-999;eor
     2667;2014010319;   3;   1;   0.0;   6;eor
     2667;2014010320;   3;   1;   3.8;   6;eor
     2667;2014010321;   3;   1;   0.0;-999;eor
     2667;2014010322;   3;   0;   0.0;   0;eor
     2667;2014010323;   3;   0;   0.0;   0;eor
     2667;2014010400;   3;   0;   0.0;-999;eor
     2667;2014010401;   3;   0;   0.0;   0;eor
     2667;2014010402;   3;   0;   0.0;   0;eor
     2667;2014010403;   3;   0;   0.0;-999;eor
     2667;2014010404;   3;   0;   0.0;   0;eor
     2667;2014010405;   3;   0;   0.0;   0;eor
     2667;2014010406;   3;   0;   0.0;-999;eor
     2667;2014010407;   3;   0;   0.0;   0;eor
     2667;2014010408;   3;   0;   0.0;   0;eor
     2667;2014010409;   3;   0;   0.0;-999;eor
     2667;2014010410;   3;   0;   0.0;   0;eor
     2667;2014010411;   3;   0;   0.0;   0;eor
     2667;2014010412;   3;   0;   0.0;-999;eor
     2667;2014010413;   3;   0;   0.0;   0;eor
     2667;2014010414;   3;   0;   0.0;   0;eor
     2667;2014010415;   3;   1;   0.1;-999;eor
     2667;2014010416;   3;   1;   0.1;   6;eor
     2667;2014010417;   3;   1;   0.0;   6;eor
     2667;2014010418;   3;   0;   0.0;-999;eor
     2667;2014010419;   3;   0;   0.0;   0;eor
     2667;2014010420;   3;   0;   0.0;   0;eor
     2667;2014010421;   3;   0;   0.0;-999;eor
     2667;2014010422;   3;   0;   0.0;   0;eor
     2667;2014010423;   3;   0;   0.0;   0;eor
     2667;2014010500;   3;   0;   0.0;-999;eor
     2667;2014010501;   3;   1;   0.0;   6;eor
     2667;2014010502;   3;   1;   1.0;   6;eor
     2667;2014010503;   3;   1;   1.8;-999;eor
     2667;2014010504;   3;   1;   1.6;   6;eor
     2667;2014010505;   3;   1;   0.2;   6;eor
     2667;2014010506;   3;   1;   0.0;-999;eor
     2667;2014010507;   3;   0;   0.0;   0;eor
     2667;2014010508;   3;   0;   0.0;   0;eor
     2667;2014010509;   3;   0;   0.0;-999;eor
     2667;2014010510;   3;   0;   0.0;   0;eor
     2667;2014010511;   3;   0;   0.0;   0;eor
     2667;2014010512;   3;   0;   0.0;-999;eor
     2667;2014010513;   3;   0;   0.0;   0;eor
     2667;2014010514;   3;   0;   0.0;   0;eor
     2667;2014010515;   3;   0;   0.0;-999;eor
     2667;2014010516;   3;   0;   0.0;   0;eor
     2667;2014010517;   3;   0;   0.0;   0;eor
     2667;2014010518;   3;   0;   0.0;-999;eor
     2667;2014010519;   3;   0;   0.0;   0;eor
     2667;2014010520;   3;   0;   0.0;   0;eor
     2667;2014010521;   3;   0;   0.0;-999;eor
     2667;2014010522;   3;   0;   0.0;   0;eor
     2667;2014010523;   3;   0;   0.0;   0;eor
     2667;2014010600;   3;   0;   0.0;-999;eor
     2667;2014010601;   3;   0;   0.0;   0;eor
     2667;2014010602;   3;   1;   0.0;   6;eor
     2667;2014010603;   3;   1;   0.0;-999;eor
     2667;2014010604;   3;   0;   0.0;   0;eor
     2667;2014010605;   3;   0;   0.0;   0;eor
     2667;2014010606;   3;   0;   0.0;-999;eor
     2667;2014010607;   3;   1;   0.0;   6;eor
     2667;2014010608;   3;   1;   0.0;   6;eor
     2667;2014010609;   3;   1;   1.6;-999;eor
     2667;2014010610;   3;   1;   0.1;   6;eor
     2667;2014010611;   3;   1;   0.0;   6;eor
     2667;2014010612;   3;   1;   0.0;-999;eor
     2667;2014010613;   3;   0;   0.0;   0;eor
     2667;2014010614;   3;   0;   0.0;   0;eor
     2667;2014010615;   3;   0;   0.0;-999;eor
     2667;2014010616;   3;   1;   0.0;   6;eor
     2667;2014010617;   3;   1;   1.2;   6;eor
     2667;2014010618;   3;   0;   0.0;-999;eor
     2667;2014010619;   3;   1;   0.7;   6;eor
     2667;2014010620;   3;   1;   0.0;   6;eor
     2667;2014010621;   3;   1;   0.1;-999;eor
     2667;2014010622;   3;   1;   0.0;   6;eor
     2667;2014010623;   3;   1;   0.2;   6;eor
     2667;2014010700;   3;   1;   0.2;-999;eor
     2667;2014010701;   3;   0;   0.0;   0;eor
     2667;2014010702;   3;   0;   0.0;   0;eor
     2667;2014010703;   3;   0;   0.0;-999;eor
     2667;2014010704;   3;   0;   0.0;   0;eor
     2667;2014010705;   3;   0;   0.0;   0;eor
     2667;2014010706;   3;   0;   0.0;-999;eor
     2667;2014010707;   3;   0;   0.0;   0;eor
     2667;2014010708;   3;   0;   0.0;   0;eor
     2667;2014010709;   3;   0;   0.0;-999;eor
     2667;2014010710;   3;   0;   0.0;   0;eor
     2667;2014010711;   3;   0;   0.0;   0;eor
     2667;2014010712;   3;   0;   0.0;-999;eor
     2667;2014010713;   3;   0;   0.0;   0;eor
     2667;2014010714;   3;   0;   0.0;   0;eor
     2667;2014010715;   3;   0;   0.0;-999;eor
     2667;2014010716;   3;   0;   0.0;   0;eor
     2667;2014010717;   3;   0;   0.0;   0;eor
     2667;2014010718;   3;   1;   0.0;-999;eor
     2667;2014010719;   3;   1;   0.2;   6;eor
     2667;2014010720;   3;   1;   3.8;   6;eor
     2667;2014010721;   3;   1;   0.0;-999;eor
     2667;2014010722;   3;   0;   0.0;   0;eor
     2667;2014010723;   3;   0;   0.0;   0;eor
     2667;2014010800;   3;   0;   0.0;-999;eor
     2667;2014010801;   3;   0;   0.0;   0;eor
     2667;2014010802;   3;   1;   0.1;   6;eor
     2667;2014010803;   3;   1;   2.3;-999;eor
     2667;2014010804;   3;   1;   0.3;   6;eor
     2667;2014010805;   3;   1;   0.0;   6;eor
     2667;2014010806;   3;   0;   0.0;-999;eor
     2667;2014010807;   3;   0;   0.0;   0;eor
     2667;2014010808;   3;   0;   0.0;   0;eor
     2667;2014010809;   3;   0;   0.0;-999;eor
     2667;2014010810;   3;   0;   0.0;   0;eor
     2667;2014010811;   3;   0;   0.0;   0;eor
     2667;2014010812;   3;   0;   0.0;-999;eor
     2667;2014010813;   3;   0;   0.0;   0;eor
     2667;2014010814;   3;   0;   0.0;   0;eor
     2667;2014010815;   3;   0;   0.0;-999;eor
     2667;2014010816;   3;   0;   0.0;   0;eor
     2667;2014010817;   3;   0;   0.0;   0;eor
     2667;2014010818;   3;   0;   0.0;-999;eor
     2667;2014010819;   3;   0;   0.0;   0;eor
     2667;2014010820;   3;   0;   0.0;   0;eor
     2667;2014010821;   3;   0;   0.0;-999;eor
     2667;2014010822;   3;   0;   0.0;   0;eor
     2667;2014010823;   3;   0;   0.0;   0;eor
     2667;2014010900;   3;   0;   0.0;-999;eor
     2667;2014010901;   3;   1;   0.0;   6;eor
     2667;2014010902;   3;   1;   0.3;   6;eor
     2667;2014010903;   3;   1;   1.3;-999;eor
     2667;2014010904;   3;   1;   0.9;   6;eor
     2667;2014010905;   3;   0;   0.0;   0;eor
     2667;2014010906;   3;   0;   0.0;-999;eor
     2667;2014010907;   3;   0;   0.0;   0;eor
     2667;2014010908;   3;   0;   0.0;   0;eor
     2667;2014010909;   3;   0;   0.0;-999;eor
     2667;2014010910;   3;   0;   0.0;   0;eor
     2667;2014010911;   3;   1;   0.0;   6;eor
     2667;2014010912;   3;   1;   0.0;-999;eor
     2667;2014010913;   3;   1;   0.0;   6;eor
     2667;2014010914;   3;   1;   0.0;   6;eor
     2667;2014010915;   3;   0;   0.0;-999;eor
     2667;2014010916;   3;   0;   0.0;   0;eor
     2667;2014010917;   3;   0;   0.0;   0;eor
     2667;2014010918;   3;   1;   0.0;-999;eor
     2667;2014010919;   3;   1;   0.2;   6;eor
     2667;2014010920;   3;   0;   0.0;   0;eor
     2667;2014010921;   3;   0;   0.0;-999;eor
     2667;2014010922;   3;   0;   0.0;   0;eor
     2667;2014010923;   3;   0;   0.0;   0;eor
     2667;2014011000;   3;   0;   0.0;-999;eor
     2667;2014011001;   3;   0;   0.0;   0;eor
     2667;2014011002;   3;   0;   0.0;   0;eor
     2667;2014011003;   3;   0;   0.0;-999;eor
     2667;2014011004;   3;   0;   0.0;   0;eor
     2667;2014011005;   3;   0;   0.0;   0;eor
     2667;2014011006;   3;   0;   0.0;-999;eor
     2667;2014011007;   3;   0;   0.0;   0;eor
     2667;2014011008;   3;   0;   0.0;   0;eor
     2667;2014011009;   3;   0;   0.0;-999;eor
     2667;2014011010;   3;   0;   0.0;   0;eor
     2667;2014011011;   3;   0;   0.0;   0;eor
     2667;2014011012;   3;   0;   0.0;-999;eor
     2667;2014011013;   3;   0;   0.0;   0;eor
     2667;2014011014;   3;   0;   0.0;   0;eor
     2667;2014011015;   3;   0;   0.0;-999;eor
     2667;2014011016;   3;   0;   0.0;   0;eor
     2667;2014011017;   3;   0;   0.0;   0;eor
     2667;2014011018;   3;   0;   0.0;-999;eor
     2667;2014011019;   3;   0;   0.0;   0;eor
     2667;2014011020;   3;   0;   0.0;   0;eor
     2667;2014011021;   3;   0;   0.0;-999;eor
     2667;2014011022;   3;   0;   0.0;   0;eor
     2667;2014011023;   3;   0;   0.0;   0;eor
     2667;2014011100;   3;   0;   0.0;-999;eor
     2667;2014011101;   3;   0;   0.0;   0;eor
     2667;2014011102;   3;   0;   0.0;   0;eor
     2667;2014011103;   3;   0;   0.0;-999;eor
     2667;2014011104;   3;   0;   0.0;   0;eor
     2667;2014011105;   3;   0;   0.0;   0;eor
     2667;2014011106;   3;   0;   0.0;-999;eor
     2667;2014011107;   3;   0;   0.0;   0;eor
     2667;2014011108;   3;   0;   0.0;   0;eor
     2667;2014011109;   3;   0;   0.0;-999;eor
     2667;2014011110;   3;   0;   0.0;   0;eor
     2667;2014011111;   3;   0;   0.0;   0;eor
     2667;2014011112;   3;   0;   0.0;-999;eor
     2667;2014011113;   3;   0;   0.0;   0;eor
     2667;2014011114;   3;   0;   0.0;   0;eor
     2667;2014011115;   3;   1;   1.2;-999;eor
     2667;2014011116;   3;   1;   0.1;   6;eor
     2667;2014011117;   3;   0;   0.0;   0;eor
     2667;2014011118;   3;   0;   0.0;-999;eor
     2667;2014011119;   3;   0;   0.0;   0;eor
     2667;2014011120;   3;   0;   0.0;   0;eor
     2667;2014011121;   3;   0;   0.0;-999;eor
     2667;2014011122;   3;   0;   0.0;   0;eor
     2667;2014011123;   3;   0;   0.0;   0;eor
     2667;2014011200;   3;   0;   0.0;-999;eor
     2667;2014011201;   3;   0;   0.0;   0;eor
     2667;2014011202;   3;   0;   0.0;   0;eor
     2667;2014011203;   3;   0;   0.0;-999;eor
     2667;2014011204;   3;   0;   0.0;   0;eor
     2667;2014011205;   3;   0;   0.0;   0;eor
     2667;2014011206;   3;   0;   0.0;-999;eor
     2667;2014011207;   3;   0;   0.0;   0;eor
     2667;2014011208;   3;   0;   0.0;   0;eor
     2667;2014011209;   3;   0;   0.0;-999;eor
     2667;2014011210;   3;   0;   0.0;   0;eor
     2667;2014011211;   3;   0;   0.0;   0;eor
     2667;2014011212;   3;   0;   0.0;-999;eor
     2667;2014011213;   3;   0;   0.0;   0;eor
     2667;2014011214;   3;   0;   0.0;   0;eor
     2667;2014011215;   3;   0;   0.0;-999;eor
     2667;2014011216;   3;   0;   0.0;   0;eor
     2667;2014011217;   3;   0;   0.0;   0;eor
     2667;2014011218;   3;   0;   0.0;-999;eor
     2667;2014011219;   3;   0;   0.0;   0;eor
     2667;2014011220;   3;   0;   0.0;   0;eor
     2667;2014011221;   3;   0;   0.0;-999;eor
     2667;2014011222;   3;   0;   0.0;   0;eor
     2667;2014011223;   3;   0;   0.0;   0;eor
     2667;2014011300;   3;   0;   0.0;-999;eor
     2667;2014011301;   3;   0;   0.0;   0;eor
     2667;2014011302;   3;   0;   0.0;   0;eor
