STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; STRUKTUR_VERSION; LUFTTEMPERATUR;REL_FEUCHTE;eor
  2667;2013122100;   7;  38;   2.1;  87.0;eor
  2667;2013122101;   7;  38;   1.9;  87.0;eor
  2667;2013122102;   7;  38;   3.3;  82.0;eor
  2667;2013122103;   7;  38;   3.1;  82.0;eor
  2667;2013122104;   7;  38;   2.8;  86.0;eor
  2667;2013122105;   7;  38;   4.1;  80.0;eor
  2667;2013122106;   7;  38;   3.8;  81.0;eor
  2667;2013122107;   7;  38;   3.7;  84.0;eor
  2667;2013122108;   7;  38;   3.9;  82.0;eor
  2667;2013122109;   7;  38;   4.7;  79.0;eor
  2667;2013122110;   7;  38;   5.3;  74.0;eor
  2667;2013122111;   7;  38;   6.1;  69.0;eor
  2667;2013122112;   7;  38;   6.3;  64.0;eor
  2667;2013122113;   7;  38;   6.4;  65.0;eor
  2667;2013122114;   7;  38;   5.9;  65.0;eor
  2667;2013122115;   7;  38;   5.8;  64.0;eor
  2667;2013122116;   7;  38;   5.3;  64.0;eor
  2667;2013122117;   7;  38;   4.4;  65.0;eor
  2667;2013122118;   7;  38;   4.1;  68.0;eor
  2667;2013122119;   7;  38;   4.6;  66.0;eor
  2667;2013122120;   7;  38;   5.1;  66.0;eor
  2667;2013122121;   7;  38;   5.7;  60.0;eor
  2667;2013122122;   7;  38;   6.4;  53.0;eor
  2667;2013122123;   7;  38;   8.0;  41.0;eor
  2667;2013122200;   7;  38;   7.3;  48.0;eor
  2667;2013122201;   7;  38;   7.7;  45.0;eor
  2667;2013122202;   7;  38;   7.9;  46.0;eor
  2667;2013122203;   7;  38;   5.8;  74.0;eor
  2667;2013122204;   7;  38;   4.7;  86.0;eor
  2667;2013122205;   7;  38;   5.7;  84.0;eor
  2667;2013122206;   7;  38;   5.9;  86.0;eor
  2667;2013122207;   7;  38;   6.7;  87.0;eor
  2667;2013122208;   7;  38;   6.6;  92.0;eor
  2667;2013122209;   7;  38;   7.6;  89.0;eor
  2667;2013122210;   7;  38;   8.8;  84.0;eor
  2667;2013122211;   7;  38;   9.3;  80.0;eor
  2667;2013122212;   7;  38;   9.4;  81.0;eor
  2667;2013122213;   7;  38;   9.8;  78.0;eor
  2667;2013122214;   7;  38;  10.0;  77.0;eor
  2667;2013122215;   7;  38;  10.3;  75.0;eor
  2667;2013122216;   7;  38;  10.0;  77.0;eor
  2667;2013122217;   7;  38;   9.7;  78.0;eor
  2667;2013122218;   7;  38;  10.1;  75.0;eor
  2667;2013122219;   7;  38;  10.0;  74.0;eor
  2667;2013122220;   7;  38;   9.4;  75.0;eor
  2667;2013122221;   7;  38;   8.9;  75.0;eor
  2667;2013122222;   7;  38;   7.4;  83.0;eor
  2667;2013122223;   7;  38;   7.2;  84.0;eor
  2667;2013122300;   7;  38;   7.7;  80.0;eor
  2667;2013122301;   7;  38;   7.4;  80.0;eor
  2667;2013122302;   7;  38;   6.9;  83.0;eor
  2667;2013122303;   7;  38;   7.1;  82.0;eor
  2667;2013122304;   7;  38;   7.2;  75.0;eor
  2667;2013122305;   7;  38;   6.6;  76.0;eor
  2667;2013122306;   7;  38;   6.1;  77.0;eor
  2667;2013122307;   7;  38;   4.5;  84.0;eor
  2667;2013122308;   7;  38;   5.1;  84.0;eor
  2667;2013122309;   7;  38;   6.0;  82.0;eor
  2667;2013122310;   7;  38;   7.6;  77.0;eor
  2667;2013122311;   7;  38;   9.3;  68.0;eor
  2667;2013122312;   7;  38;  10.1;  66.0;eor
  2667;2013122313;   7;  38;  10.2;  68.0;eor
  2667;2013122314;   7;  38;  10.2;  70.0;eor
  2667;2013122315;   7;  38;  10.1;  71.0;eor
  2667;2013122316;   7;  38;  10.2;  73.0;eor
  2667;2013122317;   7;  38;  10.1;  75.0;eor
  2667;2013122318;   7;  38;  10.4;  73.0;eor
  2667;2013122319;   7;  38;  10.8;  71.0;eor
  2667;2013122320;   7;  38;  10.7;  69.0;eor
  2667;2013122321;   7;  38;  10.4;  68.0;eor
  2667;2013122322;   7;  38;  11.7;  62.0;eor
  2667;2013122323;   7;  38;  11.5;  63.0;eor
  2667;2013122400;   7;  38;  11.5;  61.0;eor
  2667;2013122401;   7;  38;  10.6;  63.0;eor
  2667;2013122402;   7;  38;  10.7;  61.0;eor
  2667;2013122403;   7;  38;  10.6;  58.0;eor
  2667;2013122404;   7;  38;  10.6;  59.0;eor
  2667;2013122405;   7;  38;  10.6;  59.0;eor
  2667;2013122406;   7;  38;  11.0;  59.0;eor
  2667;2013122407;   7;  38;  11.9;  57.0;eor
  2667;2013122408;   7;  38;  12.1;  59.0;eor
  2667;2013122409;   7;  38;  12.7;  58.0;eor
  2667;2013122410;   7;  38;  13.3;  57.0;eor
  2667;2013122411;   7;  38;  13.5;  58.0;eor
  2667;2013122412;   7;  38;  13.5;  59.0;eor
  2667;2013122413;   7;  38;  13.4;  60.0;eor
  2667;2013122414;   7;  38;  13.7;  60.0;eor
  2667;2013122415;   7;  38;  13.9;  60.0;eor
  2667;2013122416;   7;  38;  13.6;  62.0;eor
  2667;2013122417;   7;  38;  13.8;  60.0;eor
  2667;2013122418;   7;  38;  13.6;  61.0;eor
  2667;2013122419;   7;  38;  13.7;  60.0;eor
  2667;2013122420;   7;  38;  13.1;  65.0;eor
  2667;2013122421;   7;  38;  12.8;  68.0;eor
  2667;2013122422;   7;  38;  12.4;  71.0;eor
  2667;2013122423;   7;  38;  12.8;  70.0;eor
  2667;2013122500;   7;  38;  12.3;  71.0;eor
  2667;2013122501;   7;  38;  11.9;  73.0;eor
  2667;2013122502;   7;  38;  12.2;  71.0;eor
  2667;2013122503;   7;  38;  12.2;  71.0;eor
  2667;2013122504;   7;  38;  11.7;  77.0;eor
  2667;2013122505;   7;  38;   9.9;  82.0;eor
  2667;2013122506;   7;  38;  10.1;  77.0;eor
  2667;2013122507;   7;  38;   9.9;  76.0;eor
  2667;2013122508;   7;  38;   9.2;  74.0;eor
  2667;2013122509;   7;  38;   9.4;  75.0;eor
  2667;2013122510;   7;  38;   8.9;  79.0;eor
  2667;2013122511;   7;  38;   9.1;  78.0;eor
  2667;2013122512;   7;  38;   9.2;  76.0;eor
  2667;2013122513;   7;  38;   9.2;  75.0;eor
  2667;2013122514;   7;  38;   8.8;  76.0;eor
  2667;2013122515;   7;  38;   7.0;  85.0;eor
  2667;2013122516;   7;  38;   7.5;  82.0;eor
  2667;2013122517;   7;  38;   7.0;  85.0;eor
  2667;2013122518;   7;  38;   6.3;  86.0;eor
  2667;2013122519;   7;  38;   4.7;  89.0;eor
  2667;2013122520;   7;  38;   6.2;  86.0;eor
  2667;2013122521;   7;  38;   5.9;  88.0;eor
  2667;2013122522;   7;  38;   5.7;  88.0;eor
  2667;2013122523;   7;  38;   5.9;  89.0;eor
  2667;2013122600;   7;  38;   6.2;  87.0;eor
  2667;2013122601;   7;  38;   5.3;  89.0;eor
  2667;2013122602;   7;  38;   5.7;  89.0;eor
  2667;2013122603;   7;  38;   5.5;  89.0;eor
  2667;2013122604;   7;  38;   5.9;  88.0;eor
  2667;2013122605;   7;  38;   5.4;  89.0;eor
  2667;2013122606;   7;  38;   5.1;  92.0;eor
  2667;2013122607;   7;  38;   4.1;  91.0;eor
  2667;2013122608;   7;  38;   3.7;  95.0;eor
  2667;2013122609;   7;  38;   4.1;  96.0;eor
  2667;2013122610;   7;  38;   4.9;  95.0;eor
  2667;2013122611;   7;  38;   5.6;  91.0;eor
  2667;2013122612;   7;  38;   6.2;  89.0;eor
  2667;2013122613;   7;  38;   6.9;  88.0;eor
  2667;2013122614;   7;  38;   7.1;  86.0;eor
  2667;2013122615;   7;  38;   7.3;  83.0;eor
  2667;2013122616;   7;  38;   7.1;  81.0;eor
  2667;2013122617;   7;  38;   6.4;  85.0;eor
  2667;2013122618;   7;  38;   6.6;  79.0;eor
  2667;2013122619;   7;  38;   6.0;  84.0;eor
  2667;2013122620;   7;  38;   5.0;  85.0;eor
  2667;2013122621;   7;  38;   4.1;  84.0;eor
  2667;2013122622;   7;  38;   4.6;  86.0;eor
  2667;2013122623;   7;  38;   3.0;  90.0;eor
  2667;2013122700;   7;  38;   2.0;  90.0;eor
  2667;2013122701;   7;  38;   2.7;  89.0;eor
  2667;2013122702;   7;  38;   2.0;  90.0;eor
  2667;2013122703;   7;  38;   3.2;  84.0;eor
  2667;2013122704;   7;  38;   3.5;  84.0;eor
  2667;2013122705;   7;  38;   4.1;  82.0;eor
  2667;2013122706;   7;  38;   4.2;  83.0;eor
  2667;2013122707;   7;  38;   6.2;  73.0;eor
  2667;2013122708;   7;  38;   6.2;  73.0;eor
  2667;2013122709;   7;  38;   6.8;  69.0;eor
  2667;2013122710;   7;  38;   7.3;  64.0;eor
  2667;2013122711;   7;  38;   8.2;  64.0;eor
  2667;2013122712;   7;  38;   9.0;  63.0;eor
  2667;2013122713;   7;  38;   8.6;  71.0;eor
  2667;2013122714;   7;  38;   9.3;  73.0;eor
  2667;2013122715;   7;  38;  10.5;  70.0;eor
  2667;2013122716;   7;  38;  10.0;  72.0;eor
  2667;2013122717;   7;  38;   9.9;  74.0;eor
  2667;2013122718;   7;  38;   9.4;  77.0;eor
  2667;2013122719;   7;  38;   9.2;  79.0;eor
  2667;2013122720;   7;  38;   9.8;  79.0;eor
  2667;2013122721;   7;  38;  10.5;  78.0;eor
  2667;2013122722;   7;  38;  10.9;  78.0;eor
  2667;2013122723;   7;  38;  11.0;  79.0;eor
  2667;2013122800;   7;  38;  11.4;  78.0;eor
  2667;2013122801;   7;  38;  11.6;  75.0;eor
  2667;2013122802;   7;  38;  12.5;  69.0;eor
  2667;2013122803;   7;  38;  12.5;  69.0;eor
  2667;2013122804;   7;  38;  12.3;  67.0;eor
  2667;2013122805;   7;  38;  12.2;  67.0;eor
  2667;2013122806;   7;  38;  11.4;  71.0;eor
  2667;2013122807;   7;  38;   7.3;  95.0;eor
  2667;2013122808;   7;  38;   6.7;  96.0;eor
  2667;2013122809;   7;  38;   6.9;  97.0;eor
  2667;2013122810;   7;  38;   7.3;  97.0;eor
  2667;2013122811;   7;  38;   7.8;  95.0;eor
  2667;2013122812;   7;  38;   8.1;  94.0;eor
  2667;2013122813;   7;  38;   8.5;  92.0;eor
  2667;2013122814;   7;  38;   7.9;  91.0;eor
  2667;2013122815;   7;  38;   7.4;  92.0;eor
  2667;2013122816;   7;  38;   6.4;  97.0;eor
  2667;2013122817;   7;  38;   5.8;  96.0;eor
  2667;2013122818;   7;  38;   5.9;  96.0;eor
  2667;2013122819;   7;  38;   5.9;  97.0;eor
  2667;2013122820;   7;  38;   6.8;  98.0;eor
  2667;2013122821;   7;  38;   6.3;  93.0;eor
  2667;2013122822;   7;  38;   6.1;  88.0;eor
  2667;2013122823;   7;  38;   5.6;  88.0;eor
  2667;2013122900;   7;  38;   5.1;  91.0;eor
  2667;2013122901;   7;  38;   4.9;  90.0;eor
  2667;2013122902;   7;  38;   3.6;  93.0;eor
  2667;2013122903;   7;  38;   4.3;  93.0;eor
  2667;2013122904;   7;  38;   4.8;  90.0;eor
  2667;2013122905;   7;  38;   4.9;  90.0;eor
  2667;2013122906;   7;  38;   5.4;  88.0;eor
  2667;2013122907;   7;  38;   5.3;  89.0;eor
  2667;2013122908;   7;  38;   5.5;  86.0;eor
  2667;2013122909;   7;  38;   5.9;  85.0;eor
  2667;2013122910;   7;  38;   5.5;  88.0;eor
  2667;2013122911;   7;  38;   5.4;  93.0;eor
  2667;2013122912;   7;  38;   5.6;  88.0;eor
  2667;2013122913;   7;  38;   6.8;  84.0;eor
  2667;2013122914;   7;  38;   6.0;  83.0;eor
  2667;2013122915;   7;  38;   5.8;  82.0;eor
  2667;2013122916;   7;  38;   4.1;  84.0;eor
  2667;2013122917;   7;  38;   2.5;  91.0;eor
  2667;2013122918;   7;  38;   2.1;  89.0;eor
  2667;2013122919;   7;  38;   2.3;  90.0;eor
  2667;2013122920;   7;  38;   1.5;  90.0;eor
  2667;2013122921;   7;  38;   1.6;  90.0;eor
  2667;2013122922;   7;  38;   0.7;  91.0;eor
  2667;2013122923;   7;  38;   1.2;  92.0;eor
  2667;2013123000;   7;  38;   1.0;  92.0;eor
  2667;2013123001;   7;  38;   1.2;  92.0;eor
  2667;2013123002;   7;  38;   1.1;  90.0;eor
  2667;2013123003;   7;  38;   0.4;  92.0;eor
  2667;2013123004;   7;  38;   1.3;  91.0;eor
  2667;2013123005;   7;  38;   1.5;  89.0;eor
  2667;2013123006;   7;  38;   1.3;  91.0;eor
  2667;2013123007;   7;  38;   1.8;  90.0;eor
  2667;2013123008;   7;  38;   1.7;  88.0;eor
  2667;2013123009;   7;  38;   2.9;  82.0;eor
  2667;2013123010;   7;  38;   4.2;  81.0;eor
  2667;2013123011;   7;  38;   5.3;  75.0;eor
  2667;2013123012;   7;  38;   5.6;  74.0;eor
  2667;2013123013;   7;  38;   5.8;  71.0;eor
  2667;2013123014;   7;  38;   6.2;  70.0;eor
  2667;2013123015;   7;  38;   5.3;  75.0;eor
  2667;2013123016;   7;  38;   5.1;  76.0;eor
  2667;2013123017;   7;  38;   5.0;  75.0;eor
  2667;2013123018;   7;  38;   4.6;  78.0;eor
  2667;2013123019;   7;  38;   5.1;  75.0;eor
  2667;2013123020;   7;  38;   4.9;  76.0;eor
  2667;2013123021;   7;  38;   5.5;  73.0;eor
  2667;2013123022;   7;  38;   5.5;  73.0;eor
  2667;2013123023;   7;  38;   5.3;  74.0;eor
  2667;2013123100;   7;  38;   5.1;  74.0;eor
  2667;2013123101;   7;  38;   4.9;  76.0;eor
  2667;2013123102;   7;  38;   5.2;  76.0;eor
  2667;2013123103;   7;  38;   4.9;  76.0;eor
  2667;2013123104;   7;  38;   4.8;  76.0;eor
  2667;2013123105;   7;  38;   4.7;  77.0;eor
  2667;2013123106;   7;  38;   4.4;  79.0;eor
  2667;2013123107;   7;  38;   4.0;  82.0;eor
  2667;2013123108;   7;  38;   3.8;  79.0;eor
  2667;2013123109;   7;  38;   3.7;  78.0;eor
  2667;2013123110;   7;  38;   4.7;  74.0;eor
  2667;2013123111;   7;  38;   6.1;  68.0;eor
  2667;2013123112;   7;  38;   7.5;  63.0;eor
  2667;2013123113;   7;  38;   7.5;  59.0;eor
  2667;2013123114;   7;  38;   7.8;  58.0;eor
  2667;2013123115;   7;  38;   7.4;  56.0;eor
  2667;2013123116;   7;  38;   6.7;  58.0;eor
  2667;2013123117;   7;  38;   6.0;  61.0;eor
  2667;2013123118;   7;  38;   5.9;  61.0;eor
  2667;2013123119;   7;  38;   5.6;  61.0;eor
  2667;2013123120;   7;  38;   5.8;  58.0;eor
  2667;2013123121;   7;  38;   5.3;  60.0;eor
  2667;2013123122;   7;  38;   5.7;  60.0;eor
  2667;2013123123;   7;  38;   5.3;  64.0;eor
  2667;2014010100;   7;  38;   5.1;  64.0;eor
  2667;2014010101;   7;  38;   5.5;  64.0;eor
  2667;2014010102;   7;  38;   3.9;  85.0;eor
  2667;2014010103;   7;  38;   3.7;  91.0;eor
  2667;2014010104;   7;  38;   4.2;  86.0;eor
  2667;2014010105;   7;  38;   4.7;  86.0;eor
  2667;2014010106;   7;  38;   4.9;  89.0;eor
  2667;2014010107;   7;  38;   3.4;  93.0;eor
  2667;2014010108;   7;  38;   4.0;  91.0;eor
  2667;2014010109;   7;  38;   4.8;  88.0;eor
  2667;2014010110;   7;  38;   6.8;  78.0;eor
  2667;2014010111;   7;  38;   7.7;  76.0;eor
  2667;2014010112;   7;  38;   8.7;  70.0;eor
  2667;2014010113;   7;  38;   9.3;  62.0;eor
  2667;2014010114;   7;  38;   7.8;  70.0;eor
  2667;2014010115;   7;  38;   7.2;  76.0;eor
  2667;2014010116;   7;  38;   7.5;  75.0;eor
  2667;2014010117;   7;  38;   7.5;  77.0;eor
  2667;2014010118;   7;  38;   8.2;  75.0;eor
  2667;2014010119;   7;  38;   8.5;  75.0;eor
  2667;2014010120;   7;  38;   8.6;  74.0;eor
  2667;2014010121;   7;  38;   8.8;  72.0;eor
  2667;2014010122;   7;  38;   8.8;  73.0;eor
  2667;2014010123;   7;  38;   9.1;  75.0;eor
  2667;2014010200;   7;  38;   9.6;  74.0;eor
  2667;2014010201;   7;  38;   9.9;  72.0;eor
  2667;2014010202;   7;  38;   9.6;  76.0;eor
  2667;2014010203;   7;  38;   9.8;  77.0;eor
  2667;2014010204;   7;  38;   9.7;  78.0;eor
  2667;2014010205;   7;  38;   9.6;  79.0;eor
  2667;2014010206;   7;  38;   9.0;  83.0;eor
  2667;2014010207;   7;  38;   9.0;  83.0;eor
  2667;2014010208;   7;  38;   9.9;  78.0;eor
  2667;2014010209;   7;  38;   9.8;  80.0;eor
  2667;2014010210;   7;  38;  10.3;  77.0;eor
  2667;2014010211;   7;  38;   9.7;  86.0;eor
  2667;2014010212;   7;  38;  10.4;  81.0;eor
  2667;2014010213;   7;  38;   9.1;  84.0;eor
  2667;2014010214;   7;  38;   9.7;  84.0;eor
  2667;2014010215;   7;  38;   9.5;  77.0;eor
  2667;2014010216;   7;  38;   8.7;  79.0;eor
  2667;2014010217;   7;  38;   8.3;  75.0;eor
  2667;2014010218;   7;  38;   8.1;  78.0;eor
  2667;2014010219;   7;  38;   5.8;  85.0;eor
  2667;2014010220;   7;  38;   6.3;  85.0;eor
  2667;2014010221;   7;  38;   5.0;  87.0;eor
  2667;2014010222;   7;  38;   5.6;  87.0;eor
  2667;2014010223;   7;  38;   6.0;  86.0;eor
  2667;2014010300;   7;  38;   5.7;  86.0;eor
  2667;2014010301;   7;  38;   5.5;  88.0;eor
  2667;2014010302;   7;  38;   5.5;  89.0;eor
  2667;2014010303;   7;  38;   5.8;  91.0;eor
  2667;2014010304;   7;  38;   6.7;  89.0;eor
  2667;2014010305;   7;  38;   7.3;  85.0;eor
  2667;2014010306;   7;  38;   7.5;  86.0;eor
  2667;2014010307;   7;  38;   8.1;  84.0;eor
  2667;2014010308;   7;  38;   7.9;  87.0;eor
  2667;2014010309;   7;  38;   8.6;  84.0;eor
  2667;2014010310;   7;  38;   9.5;  79.0;eor
  2667;2014010311;   7;  38;  10.3;  78.0;eor
  2667;2014010312;   7;  38;  11.3;  75.0;eor
  2667;2014010313;   7;  38;  11.9;  72.0;eor
  2667;2014010314;   7;  38;  12.2;  69.0;eor
  2667;2014010315;   7;  38;  12.1;  71.0;eor
  2667;2014010316;   7;  38;  11.9;  71.0;eor
  2667;2014010317;   7;  38;  11.9;  71.0;eor
  2667;2014010318;   7;  38;  11.8;  71.0;eor
  2667;2014010319;   7;  38;   9.1;  76.0;eor
  2667;2014010320;   7;  38;   9.4;  79.0;eor
  2667;2014010321;   7;  38;   9.0;  76.0;eor
  2667;2014010322;   7;  38;   8.6;  71.0;eor
  2667;2014010323;   7;  38;   7.9;  67.0;eor
  2667;2014010400;   7;  38;   6.6;  76.0;eor
  2667;2014010401;   7;  38;   7.1;  69.0;eor
  2667;2014010402;   7;  38;   7.1;  70.0;eor
  2667;2014010403;   7;  38;   7.3;  73.0;eor
  2667;2014010404;   7;  38;   6.7;  75.0;eor
  2667;2014010405;   7;  38;   6.9;  76.0;eor
  2667;2014010406;   7;  38;   5.9;  82.0;eor
  2667;2014010407;   7;  38;   6.2;  81.0;eor
  2667;2014010408;   7;  38;   6.5;  81.0;eor
  2667;2014010409;   7;  38;   7.3;  80.0;eor
  2667;2014010410;   7;  38;   7.4;  80.0;eor
  2667;2014010411;   7;  38;   7.6;  80.0;eor
  2667;2014010412;   7;  38;   8.3;  79.0;eor
  2667;2014010413;   7;  38;   8.9;  74.0;eor
  2667;2014010414;   7;  38;   9.2;  73.0;eor
  2667;2014010415;   7;  38;   8.5;  81.0;eor
  2667;2014010416;   7;  38;   8.4;  84.0;eor
  2667;2014010417;   7;  38;   7.7;  88.0;eor
  2667;2014010418;   7;  38;   7.6;  88.0;eor
  2667;2014010419;   7;  38;   7.0;  90.0;eor
  2667;2014010420;   7;  38;   7.5;  87.0;eor
  2667;2014010421;   7;  38;   7.9;  87.0;eor
  2667;2014010422;   7;  38;   7.0;  89.0;eor
  2667;2014010423;   7;  38;   7.0;  90.0;eor
  2667;2014010500;   7;  38;   7.1;  90.0;eor
  2667;2014010501;   7;  38;   6.7;  93.0;eor
  2667;2014010502;   7;  38;   7.5;  91.0;eor
  2667;2014010503;   7;  38;   6.9;  95.0;eor
  2667;2014010504;   7;  38;   6.8;  95.0;eor
  2667;2014010505;   7;  38;   7.1;  89.0;eor
  2667;2014010506;   7;  38;   6.7;  88.0;eor
  2667;2014010507;   7;  38;   5.5;  88.0;eor
  2667;2014010508;   7;  38;   5.5;  89.0;eor
  2667;2014010509;   7;  38;   5.4;  86.0;eor
  2667;2014010510;   7;  38;   6.9;  80.0;eor
  2667;2014010511;   7;  38;   7.6;  73.0;eor
  2667;2014010512;   7;  38;   8.0;  70.0;eor
  2667;2014010513;   7;  38;   8.6;  63.0;eor
  2667;2014010514;   7;  38;   8.5;  61.0;eor
  2667;2014010515;   7;  38;   7.3;  65.0;eor
  2667;2014010516;   7;  38;   6.5;  67.0;eor
  2667;2014010517;   7;  38;   6.1;  70.0;eor
  2667;2014010518;   7;  38;   6.2;  72.0;eor
  2667;2014010519;   7;  38;   4.9;  76.0;eor
  2667;2014010520;   7;  38;   4.8;  81.0;eor
  2667;2014010521;   7;  38;   5.0;  79.0;eor
  2667;2014010522;   7;  38;   3.9;  82.0;eor
  2667;2014010523;   7;  38;   4.6;  79.0;eor
  2667;2014010600;   7;  38;   4.8;  81.0;eor
  2667;2014010601;   7;  38;   5.1;  80.0;eor
  2667;2014010602;   7;  38;   5.7;  80.0;eor
  2667;2014010603;   7;  38;   7.1;  79.0;eor
  2667;2014010604;   7;  38;   7.4;  78.0;eor
  2667;2014010605;   7;  38;   7.4;  80.0;eor
  2667;2014010606;   7;  38;   7.8;  80.0;eor
  2667;2014010607;   7;  38;   7.8;  82.0;eor
  2667;2014010608;   7;  38;   7.5;  84.0;eor
  2667;2014010609;   7;  38;   8.2;  90.0;eor
  2667;2014010610;   7;  38;   9.3;  89.0;eor
  2667;2014010611;   7;  38;   9.5;  90.0;eor
  2667;2014010612;   7;  38;  11.4;  82.0;eor
  2667;2014010613;   7;  38;  12.7;  79.0;eor
  2667;2014010614;   7;  38;  12.3;  78.0;eor
  2667;2014010615;   7;  38;  11.9;  79.0;eor
  2667;2014010616;   7;  38;  11.5;  80.0;eor
  2667;2014010617;   7;  38;  10.1;  91.0;eor
  2667;2014010618;   7;  38;  11.1;  82.0;eor
  2667;2014010619;   7;  38;  10.5;  86.0;eor
  2667;2014010620;   7;  38;  11.3;  81.0;eor
  2667;2014010621;   7;  38;  10.9;  85.0;eor
  2667;2014010622;   7;  38;  11.4;  82.0;eor
  2667;2014010623;   7;  38;  10.7;  89.0;eor
  2667;2014010700;   7;  38;   9.9;  92.0;eor
  2667;2014010701;   7;  38;   8.3;  94.0;eor
  2667;2014010702;   7;  38;   8.8;  89.0;eor
  2667;2014010703;   7;  38;   7.8;  90.0;eor
  2667;2014010704;   7;  38;   8.1;  90.0;eor
  2667;2014010705;   7;  38;   9.0;  82.0;eor
  2667;2014010706;   7;  38;   8.1;  84.0;eor
  2667;2014010707;   7;  38;   9.1;  78.0;eor
  2667;2014010708;   7;  38;   8.9;  78.0;eor
  2667;2014010709;   7;  38;   9.8;  75.0;eor
  2667;2014010710;   7;  38;  11.1;  70.0;eor
  2667;2014010711;   7;  38;  12.0;  69.0;eor
  2667;2014010712;   7;  38;  12.8;  64.0;eor
  2667;2014010713;   7;  38;  14.1;  61.0;eor
  2667;2014010714;   7;  38;  13.8;  61.0;eor
  2667;2014010715;   7;  38;  13.9;  61.0;eor
  2667;2014010716;   7;  38;  13.1;  62.0;eor
  2667;2014010717;   7;  38;  12.9;  64.0;eor
  2667;2014010718;   7;  38;  11.8;  71.0;eor
  2667;2014010719;   7;  38;  10.5;  85.0;eor
  2667;2014010720;   7;  38;   9.4;  95.0;eor
  2667;2014010721;   7;  38;   8.8;  93.0;eor
  2667;2014010722;   7;  38;   9.1;  92.0;eor
  2667;2014010723;   7;  38;  10.3;  86.0;eor
  2667;2014010800;   7;  38;   9.6;  90.0;eor
  2667;2014010801;   7;  38;   9.7;  89.0;eor
  2667;2014010802;   7;  38;  10.3;  88.0;eor
  2667;2014010803;   7;  38;  10.2;  90.0;eor
  2667;2014010804;   7;  38;  10.2;  89.0;eor
  2667;2014010805;   7;  38;  10.9;  82.0;eor
  2667;2014010806;   7;  38;  11.4;  76.0;eor
  2667;2014010807;   7;  38;  10.0;  74.0;eor
  2667;2014010808;   7;  38;   9.2;  76.0;eor
  2667;2014010809;   7;  38;   9.8;  75.0;eor
  2667;2014010810;   7;  38;  11.3;  69.0;eor
  2667;2014010811;   7;  38;  11.8;  68.0;eor
  2667;2014010812;   7;  38;  12.2;  67.0;eor
  2667;2014010813;   7;  38;  12.6;  66.0;eor
  2667;2014010814;   7;  38;  12.5;  64.0;eor
  2667;2014010815;   7;  38;  11.5;  67.0;eor
  2667;2014010816;   7;  38;   8.6;  77.0;eor
  2667;2014010817;   7;  38;   7.9;  80.0;eor
  2667;2014010818;   7;  38;   6.2;  88.0;eor
  2667;2014010819;   7;  38;   8.3;  81.0;eor
  2667;2014010820;   7;  38;   8.6;  81.0;eor
  2667;2014010821;   7;  38;   8.1;  84.0;eor
  2667;2014010822;   7;  38;   8.9;  81.0;eor
  2667;2014010823;   7;  38;   8.4;  87.0;eor
  2667;2014010900;   7;  38;   8.9;  88.0;eor
  2667;2014010901;   7;  38;   9.4;  87.0;eor
  2667;2014010902;   7;  38;   9.4;  92.0;eor
  2667;2014010903;   7;  38;   9.7;  95.0;eor
  2667;2014010904;   7;  38;   9.5;  94.0;eor
  2667;2014010905;   7;  38;   9.3;  93.0;eor
  2667;2014010906;   7;  38;   9.8;  90.0;eor
  2667;2014010907;   7;  38;   8.8;  92.0;eor
  2667;2014010908;   7;  38;  10.8;  81.0;eor
  2667;2014010909;   7;  38;  11.2;  78.0;eor
  2667;2014010910;   7;  38;  11.8;  76.0;eor
  2667;2014010911;   7;  38;  11.8;  77.0;eor
  2667;2014010912;   7;  38;  12.3;  76.0;eor
  2667;2014010913;   7;  38;  12.5;  69.0;eor
  2667;2014010914;   7;  38;  11.9;  68.0;eor
  2667;2014010915;   7;  38;  11.4;  69.0;eor
  2667;2014010916;   7;  38;  10.9;  69.0;eor
  2667;2014010917;   7;  38;  10.6;  70.0;eor
  2667;2014010918;   7;  38;   9.0;  83.0;eor
  2667;2014010919;   7;  38;   7.2;  76.0;eor
  2667;2014010920;   7;  38;   7.4;  71.0;eor
  2667;2014010921;   7;  38;   7.2;  72.0;eor
  2667;2014010922;   7;  38;   7.1;  73.0;eor
  2667;2014010923;   7;  38;   7.1;  73.0;eor
  2667;2014011000;   7;  38;   6.6;  78.0;eor
  2667;2014011001;   7;  38;   5.7;  81.0;eor
  2667;2014011002;   7;  38;   4.5;  84.0;eor
  2667;2014011003;   7;  38;   5.0;  83.0;eor
  2667;2014011004;   7;  38;   4.3;  83.0;eor
  2667;2014011005;   7;  38;   4.0;  82.0;eor
  2667;2014011006;   7;  38;   1.9;  89.0;eor
  2667;2014011007;   7;  38;   2.1;  85.0;eor
  2667;2014011008;   7;  38;   2.6;  86.0;eor
  2667;2014011009;   7;  38;   4.0;  85.0;eor
  2667;2014011010;   7;  38;   6.5;  76.0;eor
  2667;2014011011;   7;  38;   8.2;  74.0;eor
  2667;2014011012;   7;  38;   8.5;  69.0;eor
  2667;2014011013;   7;  38;   9.0;  67.0;eor
  2667;2014011014;   7;  38;   8.6;  66.0;eor
  2667;2014011015;   7;  38;   8.4;  66.0;eor
  2667;2014011016;   7;  38;   6.3;  74.0;eor
