STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; STRUKTUR_VERSION; STUNDENSUMME_SONNENSCHEIN;eor
  2667;2013122618;  10;  37;  0.00;eor
  2667;2013122619;  10;  37;  0.00;eor
  2667;2013122620;  10;  37;  0.00;eor
  2667;2013122703;  10;  37;  0.00;eor
  2667;2013122704;  10;  37;  0.00;eor
  2667;2013122705;  10;  37;  0.00;eor
  2667;2013122706;  10;  37;  0.00;eor
  2667;2013122707;  10;  37;  0.00;eor
  2667;2013122708;  10;  37;  0.00;eor
  2667;2013122709;  10;  37;  1.00;eor
  2667;2013122710;  10;  37; 11.00;eor
  2667;2013122711;  10;  37;  6.00;eor
  2667;2013122712;  10;  37; 14.00;eor
  2667;2013122713;  10;  37;  9.00;eor
  2667;2013122714;  10;  37;  0.00;eor
  2667;2013122715;  10;  37; 32.00;eor
  2667;2013122716;  10;  37;  0.00;eor
  2667;2013122717;  10;  37;  0.00;eor
  2667;2013122718;  10;  37;  0.00;eor
  2667;2013122719;  10;  37;  0.00;eor
  2667;2013122720;  10;  37;  0.00;eor
  2667;2013122803;  10;  37;  0.00;eor
  2667;2013122804;  10;  37;  0.00;eor
  2667;2013122805;  10;  37;  0.00;eor
  2667;2013122806;  10;  37;  0.00;eor
  2667;2013122807;  10;  37;  0.00;eor
  2667;2013122808;  10;  37;  0.00;eor
  2667;2013122809;  10;  37;  0.00;eor
  2667;2013122810;  10;  37;  0.00;eor
  2667;2013122811;  10;  37;  0.00;eor
  2667;2013122812;  10;  37;  0.00;eor
  2667;2013122813;  10;  37;  0.00;eor
  2667;2013122814;  10;  37;  0.00;eor
  2667;2013122815;  10;  37;  0.00;eor
  2667;2013122816;  10;  37;  0.00;eor
  2667;2013122817;  10;  37;  0.00;eor
  2667;2013122818;  10;  37;  0.00;eor
  2667;2013122819;  10;  37;  0.00;eor
  2667;2013122820;  10;  37;  0.00;eor
  2667;2013122903;  10;  37;  0.00;eor
  2667;2013122904;  10;  37;  0.00;eor
  2667;2013122905;  10;  37;  0.00;eor
  2667;2013122906;  10;  37;  0.00;eor
  2667;2013122907;  10;  37;  0.00;eor
  2667;2013122908;  10;  37;  0.00;eor
  2667;2013122909;  10;  37;  0.00;eor
  2667;2013122910;  10;  37;  0.00;eor
  2667;2013122911;  10;  37;  0.00;eor
  2667;2013122912;  10;  37;  0.00;eor
  2667;2013122913;  10;  37; 18.00;eor
  2667;2013122914;  10;  37;  2.00;eor
  2667;2013122915;  10;  37; 38.00;eor
  2667;2013122916;  10;  37;  3.00;eor
  2667;2013122917;  10;  37;  0.00;eor
  2667;2013122918;  10;  37;  0.00;eor
  2667;2013122919;  10;  37;  0.00;eor
  2667;2013122920;  10;  37;  0.00;eor
  2667;2013123003;  10;  37;  0.00;eor
  2667;2013123004;  10;  37;  0.00;eor
  2667;2013123005;  10;  37;  0.00;eor
  2667;2013123006;  10;  37;  0.00;eor
  2667;2013123007;  10;  37;  0.00;eor
  2667;2013123008;  10;  37;  0.00;eor
  2667;2013123009;  10;  37; 22.00;eor
  2667;2013123010;  10;  37; 57.00;eor
  2667;2013123011;  10;  37; 53.00;eor
  2667;2013123012;  10;  37; 58.00;eor
  2667;2013123013;  10;  37; 59.00;eor
  2667;2013123014;  10;  37; 60.00;eor
  2667;2013123015;  10;  37; 28.00;eor
  2667;2013123016;  10;  37;  0.00;eor
  2667;2013123017;  10;  37;  0.00;eor
  2667;2013123018;  10;  37;  0.00;eor
  2667;2013123019;  10;  37;  0.00;eor
  2667;2013123020;  10;  37;  0.00;eor
  2667;2013123103;  10;  37;  0.00;eor
  2667;2013123104;  10;  37;  0.00;eor
  2667;2013123105;  10;  37;  0.00;eor
  2667;2013123106;  10;  37;  0.00;eor
  2667;2013123107;  10;  37;  0.00;eor
  2667;2013123108;  10;  37;  0.00;eor
  2667;2013123109;  10;  37; 12.00;eor
  2667;2013123110;  10;  37; 49.00;eor
  2667;2013123111;  10;  37; 58.00;eor
  2667;2013123112;  10;  37; 60.00;eor
  2667;2013123113;  10;  37; 35.00;eor
  2667;2013123114;  10;  37; 43.00;eor
  2667;2013123115;  10;  37; 42.00;eor
  2667;2013123116;  10;  37;  0.00;eor
  2667;2013123117;  10;  37;  0.00;eor
  2667;2013123118;  10;  37;  0.00;eor
  2667;2013123119;  10;  37;  0.00;eor
  2667;2013123120;  10;  37;  0.00;eor
  2667;2014010103;  10;  37;  0.00;eor
  2667;2014010104;  10;  37;  0.00;eor
  2667;2014010105;  10;  37;  0.00;eor
  2667;2014010106;  10;  37;  0.00;eor
  2667;2014010107;  10;  37;  0.00;eor
  2667;2014010108;  10;  37;  0.00;eor
  2667;2014010109;  10;  37; 25.00;eor
  2667;2014010110;  10;  37; 60.00;eor
  2667;2014010111;  10;  37; 56.00;eor
  2667;2014010112;  10;  37; 59.00;eor
  2667;2014010113;  10;  37; 55.00;eor
  2667;2014010114;  10;  37; 19.00;eor
  2667;2014010115;  10;  37;  0.00;eor
  2667;2014010116;  10;  37;  0.00;eor
  2667;2014010117;  10;  37;  0.00;eor
  2667;2014010118;  10;  37;  0.00;eor
  2667;2014010119;  10;  37;  0.00;eor
  2667;2014010120;  10;  37;  0.00;eor
  2667;2014010203;  10;  37;  0.00;eor
  2667;2014010204;  10;  37;  0.00;eor
  2667;2014010205;  10;  37;  0.00;eor
  2667;2014010206;  10;  37;  0.00;eor
  2667;2014010207;  10;  37;  0.00;eor
  2667;2014010208;  10;  37;  0.00;eor
  2667;2014010209;  10;  37;  0.00;eor
  2667;2014010210;  10;  37;  0.00;eor
  2667;2014010211;  10;  37;  0.00;eor
  2667;2014010212;  10;  37;  0.00;eor
  2667;2014010213;  10;  37;  0.00;eor
  2667;2014010214;  10;  37;  2.00;eor
  2667;2014010215;  10;  37; 23.00;eor
  2667;2014010216;  10;  37;  6.00;eor
  2667;2014010217;  10;  37;  0.00;eor
  2667;2014010218;  10;  37;  0.00;eor
  2667;2014010219;  10;  37;  0.00;eor
  2667;2014010220;  10;  37;  0.00;eor
  2667;2014010303;  10;  37;  0.00;eor
  2667;2014010304;  10;  37;  0.00;eor
  2667;2014010305;  10;  37;  0.00;eor
  2667;2014010306;  10;  37;  0.00;eor
  2667;2014010307;  10;  37;  0.00;eor
  2667;2014010308;  10;  37;  0.00;eor
  2667;2014010309;  10;  37;  0.00;eor
  2667;2014010310;  10;  37;  0.00;eor
  2667;2014010311;  10;  37;  0.00;eor
  2667;2014010312;  10;  37; 38.00;eor
  2667;2014010313;  10;  37; 45.00;eor
  2667;2014010314;  10;  37;  9.00;eor
  2667;2014010315;  10;  37;  0.00;eor
  2667;2014010316;  10;  37;  0.00;eor
  2667;2014010317;  10;  37;  0.00;eor
  2667;2014010318;  10;  37;  0.00;eor
  2667;2014010319;  10;  37;  0.00;eor
  2667;2014010320;  10;  37;  0.00;eor
  2667;2014010403;  10;  37;  0.00;eor
  2667;2014010404;  10;  37;  0.00;eor
  2667;2014010405;  10;  37;  0.00;eor
  2667;2014010406;  10;  37;  0.00;eor
  2667;2014010407;  10;  37;  0.00;eor
  2667;2014010408;  10;  37;  0.00;eor
  2667;2014010409;  10;  37;  0.00;eor
  2667;2014010410;  10;  37;  0.00;eor
  2667;2014010411;  10;  37;  0.00;eor
  2667;2014010412;  10;  37;  0.00;eor
